Angle (°),Distance (mm)
236.22,2678.25
237.95,2552.25
239.66,2487.25
241.38,2493.75
243.06,2448.50
244.78,2359.50
246.48,2342.25
248.16,2413.50
249.86,2478.75
251.56,2553.25
253.27,2651.00
254.94,2741.25
256.62,2844.25
258.33,2954.50
260.02,3082.25
261.64,3660.50
263.33,3836.25
266.62,4923.75
268.34,4939.25
270.03,4849.00
271.75,4819.75
273.47,4747.00
275.22,4706.50
276.94,4673.75
278.67,4638.75
280.36,4591.25
282.09,4386.00
283.88,4075.00
285.56,4090.00
288.94,4310.50
290.62,4451.00
292.34,4478.25
294.05,4504.75
295.77,4504.50
297.45,4515.25
299.05,4516.00
300.75,4517.25
302.42,4545.00
304.16,4575.25
305.83,4594.50
307.53,4463.00
313.06,2073.50
314.72,2077.25
316.36,2207.75
318.09,2229.25
319.73,2297.50
323.08,0.00
324.81,2712.75
326.56,2465.00
328.28,2457.50
330.02,2347.75
331.77,2250.50
333.48,2160.50
335.17,2081.75
336.91,2010.75
338.66,1946.50
340.36,1889.25
342.11,1837.75
343.88,1790.50
345.53,1747.75
347.22,1710.00
348.97,1671.25
350.69,1637.50
352.39,1605.00
354.12,1575.50
355.80,1548.00
357.56,1523.25
359.23,1501.00
0.94,1479.75
2.69,1462.50
4.39,1443.25
6.09,1429.25
7.81,1415.00
9.52,1406.00
11.28,1397.00
12.94,1387.50
14.67,1376.25
16.44,1370.25
18.09,1367.00
19.81,1362.00
21.52,1357.75
23.19,1356.00
24.97,1330.25
26.66,1296.25
28.38,1301.00
30.03,1370.50
31.70,1376.00
33.47,1383.25
35.14,1387.50
36.78,1395.50
38.53,1405.75
40.22,1416.50
41.88,1429.50
43.58,1443.25
45.27,1456.50
46.94,1472.00
48.62,1489.50
50.33,1509.75
52.03,1535.75
53.66,1559.25
55.34,1584.25
57.06,1613.75
58.75,1645.00
60.36,1679.25
62.08,1716.00
63.72,1754.75
65.38,1797.00
67.06,1850.75
68.75,1901.50
70.45,1958.75
72.08,2021.75
73.78,2084.25
75.42,2168.75
77.09,2255.50
78.78,2348.25
80.45,2456.50
82.11,2568.25
83.92,2696.25
85.62,2838.75
87.28,3000.25
88.97,3111.50
90.62,3393.50
92.28,3640.50
93.97,3930.00
95.66,4283.75
97.34,4710.50
99.05,4670.50
100.75,4453.50
102.47,4396.75
104.19,4406.75
107.42,4825.25
109.14,4801.25
110.86,4738.75
112.55,4776.00
115.95,4387.50
117.64,4406.00
119.36,4379.00
121.05,4518.75
122.73,4607.75
124.42,4630.25
126.12,4537.00
127.86,4571.75
129.55,4515.00
132.95,5074.00
134.64,5174.25
136.36,5255.25
138.08,4865.50
143.25,4062.75
144.94,4134.25
146.67,4027.75
148.42,3546.25
150.09,3625.25
151.80,3701.25
153.59,0.00
155.33,2915.00
157.08,2827.50
158.78,2732.75
160.52,2666.00
162.23,2595.75
163.94,2667.75
165.58,2764.00
167.31,0.00
170.72,2779.00
172.42,2726.00
174.25,2271.75
175.89,2397.25
177.58,2540.25
179.28,2588.25
180.98,2549.00
182.70,2513.25
184.33,2692.50
186.06,2767.25
187.75,2741.75
189.45,2725.00
191.17,2703.50
192.88,2688.50
194.59,2496.00
196.33,2482.50
198.02,2469.00
199.75,2467.00
201.45,2467.25
203.20,2343.75
204.92,2340.75
206.61,2346.25
208.34,2358.75
210.05,2312.25
211.81,2281.00
213.45,2295.00
215.17,2343.00
216.92,2293.50
218.58,2351.25
220.30,2393.75
221.97,2375.50
223.67,2393.75
225.39,2470.50
227.05,2421.00
228.72,2501.00
230.39,2592.00
232.12,2592.50
233.81,2636.75
235.50,2681.50
237.25,2504.75
238.92,2481.00
240.67,2481.25
242.33,2453.25
244.09,2364.00
245.77,2337.75
247.45,2404.00
249.14,2472.00
250.89,2547.75
252.56,2635.75
254.30,2726.25
255.95,2827.75
257.64,2936.25
259.30,3060.75
260.95,3625.50
262.64,3808.25
264.31,4006.50
265.97,4879.25
267.66,4936.00
269.39,4867.00
271.08,4812.75
272.80,4745.00
274.56,4726.50
276.27,4666.50
277.98,4633.75
279.72,4599.75
281.45,4380.25
283.17,0.00
284.89,4087.25
286.58,4096.25
288.27,4287.75
289.98,0.00
291.69,4493.75
293.39,4498.25
295.11,4500.75
298.42,4485.00
300.11,4506.00
301.83,4529.50
303.53,4546.00
305.22,4605.25
306.94,4442.25
308.62,0.00
310.41,3622.75
314.08,2200.75
315.80,2198.75
317.45,2212.50
319.14,2261.50
322.42,0.00
324.23,2742.50
325.98,0.00
327.72,2430.00
329.44,2365.25
331.19,2268.50
332.92,2177.00
334.66,2097.00
336.36,2025.50
338.11,1957.75
339.84,1899.50
341.53,1846.25
343.28,1799.50
345.00,1756.50
346.77,1717.00
348.41,1679.00
350.16,1643.00
351.86,1611.00
353.61,1580.75
355.36,1554.00
357.03,1529.00
358.75,1504.75
0.50,1483.75
2.16,1466.00
3.86,1447.25
5.61,1432.25
7.36,1419.50
9.02,1406.75
10.75,1398.00
12.55,1387.25
14.20,1378.75
15.94,1371.00
17.69,1367.50
19.36,1361.75
21.02,1358.50
22.80,1356.75
24.45,1354.50
26.19,1301.25
27.91,1297.25
29.58,0.00
31.25,1374.25
33.00,1379.75
34.66,1385.25
36.39,1393.50
38.05,1404.00
39.78,1412.75
41.44,1424.75
43.12,1439.25
44.80,1453.50
46.50,1468.50
48.25,1487.75
49.95,1507.50
51.59,1529.00
53.28,1552.75
54.94,1578.75
56.67,1608.25
58.36,1636.50
59.92,1673.50
61.67,1707.00
63.30,1749.75
65.03,1791.00
66.66,1840.25
68.34,1891.00
70.06,1946.25
71.72,2007.50
73.41,2076.25
75.09,2149.50
76.73,2238.50
78.44,2326.00
80.08,2432.25
81.77,2545.75
83.55,2671.50
85.20,2814.00
86.91,2969.75
88.59,3090.50
90.27,0.00
91.92,3595.50
93.61,3890.75
95.28,4216.50
96.98,4566.00
98.67,4678.25
100.41,4507.00
102.12,4411.50
103.80,4426.25
105.52,4699.25
108.81,4829.75
110.53,4756.50
112.23,4786.50
113.92,4826.25
115.62,4426.00
117.38,4378.50
119.06,4400.50
120.73,4538.50
122.45,4618.75
124.14,4641.50
125.84,4567.25
127.55,4537.25
129.27,4514.25
131.00,4641.00
132.66,5077.50
137.80,4877.00
142.97,4066.00
144.67,4126.75
146.39,0.00
148.14,3545.25
149.81,3629.50
151.52,3711.25
153.33,0.00
155.06,2936.25
156.77,2838.00
158.50,2758.25
161.92,2611.25
163.67,2683.75
167.03,0.00
170.44,2784.50
173.97,2281.25
175.64,2408.25
177.36,2550.00
179.03,2589.50
180.73,2555.00
182.44,2523.25
184.09,2702.75
185.80,2773.25
187.52,2750.00
189.20,2730.75
190.92,2705.75
192.61,2691.25
194.38,2498.00
196.09,2490.25
197.80,2475.00
199.52,2474.25
201.20,2466.75
203.02,2358.00
204.72,2351.75
206.42,2355.75
208.11,2359.75
209.84,2318.50
211.56,2278.25
213.23,2307.25
214.97,2344.75
216.67,2285.00
218.38,2371.25
220.09,2385.75
221.78,2373.00
223.50,2393.75
225.17,2471.50
226.88,2418.00
228.53,2505.75
230.23,2590.00
231.94,2596.00
233.64,2639.00
235.36,0.00
237.08,2502.25
238.80,2462.00
240.52,2470.75
242.20,2433.00
243.95,2351.50
245.66,2332.75
247.34,2397.25
249.02,2475.00
250.78,2550.50
252.45,2637.75
254.14,2727.50
255.84,2828.00
257.50,2935.75
259.19,3064.50
260.83,3626.50
262.53,3804.25
264.22,4005.25
265.88,4874.50
267.58,4927.50
269.30,4833.75
271.02,4802.50
272.73,4729.25
274.50,4722.50
276.20,4674.25
277.92,4606.50
279.66,4590.25
281.38,4374.50
283.14,0.00
284.86,4082.25
286.58,4077.00
288.27,4285.75
289.94,0.00
291.64,4494.50
293.38,4490.25
295.09,4473.25
298.42,4483.25
300.11,4503.50
301.83,4525.25
303.52,4544.50
305.25,4611.75
306.95,4439.50
308.67,4471.25
310.45,3612.25
312.42,2246.50
314.11,2201.50
315.84,2188.25
317.53,2204.00
322.56,2895.50
324.30,2744.00
326.03,0.00
327.77,2418.75
329.50,2369.75
331.25,2269.50
332.97,2176.75
334.69,2098.00
336.45,2025.25
338.20,1960.50
339.89,1901.00
341.66,1847.25
343.41,1800.25
345.11,1756.50
346.86,1716.25
348.53,1680.00
350.25,1644.75
352.00,1610.75
353.72,1580.25
355.44,1554.00
357.14,1527.25
358.91,1505.50
0.56,1482.50
2.31,1465.75
4.06,1445.75
5.75,1430.75
7.47,1416.00
9.14,1404.25
10.95,1395.75
12.70,1385.25
14.39,1376.75
16.06,1370.25
17.80,1364.50
19.56,1359.25
21.28,1358.50
22.98,1354.50
24.66,1355.00
26.45,1306.75
28.16,1294.00
29.81,1315.75
31.53,1371.25
33.17,1379.00
34.89,1387.00
36.56,1394.50
38.27,1403.75
39.95,1413.25
41.66,1424.50
43.38,1438.25
45.11,1452.00
46.78,1469.50
48.47,1486.00
50.16,1506.00
51.83,1531.00
53.53,1552.25
55.25,1577.50
56.91,1605.50
58.62,1640.00
60.27,1671.25
61.94,1708.75
63.64,1753.50
65.31,1791.75
67.02,1841.50
68.66,1890.75
70.36,1949.25
72.06,2004.75
73.69,2077.25
75.41,2165.75
77.11,2252.50
78.77,2338.00
80.45,2437.00
82.11,2549.75
83.91,2685.25
85.56,2826.00
87.27,2976.25
88.97,0.00
90.62,0.00
92.28,3603.50
93.95,3895.00
95.67,4236.50
97.34,4577.75
99.06,4679.75
100.78,4523.50
102.48,4415.50
104.19,4433.75
105.89,4652.75
107.52,4826.00
109.20,4833.75
110.94,4768.25
112.61,4811.25
114.33,4822.50
116.05,4440.75
117.75,4387.25
119.47,4396.75
121.16,4553.75
122.84,4617.75
124.56,4654.00
126.27,4565.50
128.00,4568.25
129.67,4542.25
133.11,5096.75
134.81,5206.00
138.22,4897.75
143.42,4078.25
145.14,4156.50
146.83,0.00
148.59,3568.00
150.30,3651.00
152.00,3740.00
153.81,0.00
155.55,2924.50
157.30,2829.75
159.03,2740.75
160.75,2665.50
162.45,2613.25
164.16,2695.75
167.53,0.00
170.97,2788.50
172.69,2738.50
174.52,2307.75
176.17,2436.75
177.95,0.00
179.55,2586.75
181.28,2542.00
182.95,2548.50
184.75,0.00
186.36,2774.50
188.05,2742.75
189.78,2725.50
191.52,2706.00
193.22,2653.50
194.98,2493.50
196.67,2481.00
198.38,2476.75
200.06,2464.50
201.86,0.00
203.56,2344.25
205.30,2344.25
206.97,2353.00
208.73,2357.75
210.44,2293.75
212.16,2280.75
213.81,2326.25
215.53,2342.25
217.31,2273.00
218.97,2369.75
220.69,2391.25
222.38,2381.50
224.08,2399.25
225.78,2475.75
227.45,2416.00
229.14,2508.50
230.83,2563.75
232.52,2603.50
234.23,2646.00
235.98,0.00
237.67,2502.75
239.44,2374.00
241.11,2442.75
242.84,2410.75
244.56,2339.00
246.27,2348.25
247.95,2418.50
249.62,2485.75
251.33,2566.75
253.02,2655.00
254.72,2745.75
256.41,2847.00
258.09,2963.00
259.81,3076.75
261.42,3644.50
263.12,3832.50
264.81,0.00
266.45,4891.25
268.17,4907.75
269.88,4829.00
271.58,4779.75
273.31,4753.50
275.08,4704.50
276.78,4651.25
278.50,4603.75
280.23,4588.00
281.95,4367.00
283.72,4063.75
285.44,4130.00
294.78,0.00
288.80,4276.25
290.52,0.00
292.22,4443.00
293.94,4478.25
295.67,4462.00
297.34,4457.25
298.95,4469.75
300.66,4488.00
302.38,4499.75
304.08,4541.00
305.77,4590.25
307.48,4421.00
314.70,2037.50
316.36,2081.00
318.06,2189.75
319.78,2239.00
324.84,2714.25
326.59,0.00
328.31,2401.50
330.06,2348.50
331.77,2253.50
333.55,2161.00
335.27,2087.25
337.02,2012.50
338.77,1948.50
340.47,1889.75
342.20,1837.50
343.92,1790.00
345.64,1748.25
347.38,1708.75
349.06,1672.25
350.81,1639.75
352.53,1604.50
354.27,1574.75
356.00,1546.50
357.70,1522.50
359.42,1498.50
1.09,1478.25
2.86,1460.00
4.59,1442.75
6.27,1427.00
7.97,1413.50
9.72,1402.50
11.50,1392.00
13.17,1382.00
14.95,1374.25
16.64,1368.00
18.33,1362.00
20.05,1358.25
21.77,1356.00
23.45,1353.75
25.17,1351.50
26.89,0.00
28.69,1295.50
30.38,1305.25
32.05,1375.25
33.70,1379.00
35.41,1388.50
37.05,1395.75
38.75,1405.25
40.52,1415.50
42.14,1426.00
43.86,1441.00
45.56,1456.25
47.27,1471.75
49.00,1489.75
50.69,1510.00
52.33,1532.50
54.03,1557.75
55.73,1583.00
57.44,1614.00
59.09,1645.00
60.77,1677.50
62.41,1716.25
64.06,1753.75
65.78,1799.50
67.47,1849.50
69.16,1900.00
70.80,1956.00
72.47,2018.00
74.17,2092.25
75.83,2163.25
77.53,2252.50
79.20,2344.00
80.86,2456.25
82.69,2576.25
84.33,2695.25
86.02,2840.75
87.70,3006.75
89.39,3125.00
91.06,0.00
92.73,3637.00
94.42,3927.75
96.09,4285.00
97.81,4671.25
99.52,4698.00
101.25,4489.00
102.95,4431.75
104.66,4425.75
107.92,4834.50
109.62,4836.00
111.39,0.00
113.05,4813.50
114.75,4837.50
116.48,4430.50
118.20,4430.00
119.89,4428.25
121.58,4556.00
123.27,4645.00
124.97,4668.50
126.69,4551.50
128.39,4587.75
130.09,4556.00
133.50,5115.75
136.92,5299.50
138.66,4867.00
143.81,4098.25
145.55,4161.00
147.30,0.00
149.00,3586.75
150.72,3669.25
152.39,3771.50
154.20,3022.25
155.97,2920.25
157.70,2819.50
159.42,2735.75
161.14,2655.00
164.53,2719.00
169.67,2839.00
173.19,2244.25
174.89,2342.50
176.55,2475.25
178.23,0.00
179.97,2577.25
181.64,2536.25
183.33,2598.25
185.02,0.00
186.73,2768.00
188.44,2743.50
190.16,2728.50
191.86,2713.50
193.62,0.00
195.30,2492.75
197.02,2484.50
198.75,2472.25
200.45,2468.00
202.22,2360.50
203.94,2356.00
205.61,2349.50
207.34,2353.50
209.03,2340.00
210.78,2280.75
212.50,2280.75
214.17,2351.75
215.88,2353.50
217.62,2280.75
219.33,2372.00
221.03,2386.25
222.73,2380.50
224.39,2425.75
226.11,2467.25
227.78,2421.75
229.44,0.00
231.16,2569.25
232.84,2613.00
234.55,2659.00
236.30,2483.75
237.98,2498.25
239.70,2410.00
241.42,2416.75
243.11,2389.25
244.86,2316.25
246.55,2369.50
248.23,2436.00
249.91,2506.50
251.62,2586.25
253.33,2674.75
255.03,2768.00
256.72,2863.75
258.42,2978.75
260.03,0.00
261.73,3676.00
263.41,3854.75
265.05,0.00
266.75,4930.75
268.45,4874.75
270.17,4831.75
271.88,4751.25
273.59,4701.75
275.34,4680.00
277.06,4638.00
278.78,4568.75
280.52,4595.25
282.22,4351.00
283.98,4044.50
285.72,4023.25
287.41,0.00
289.08,4272.75
290.78,4423.25
292.50,4461.25
294.20,4463.75
295.91,4442.50
297.62,4463.50
299.25,4496.50
300.97,4471.00
302.66,4506.00
304.36,4525.00
306.06,4543.75
307.80,4404.75
313.31,2049.25
315.00,2025.75
316.69,2051.00
318.34,2180.00
320.06,2236.75
325.16,2705.50
326.86,0.00
328.62,2398.75
330.34,2342.25
332.06,2244.00
333.81,2155.25
335.55,2064.00
337.30,2001.00
339.02,1942.25
340.77,1883.75
342.50,1831.75
344.20,1783.00
346.00,1741.50
347.64,1702.75
349.38,1665.25
351.08,1631.75
352.83,1597.75
354.52,1568.25
356.30,1541.50
358.03,1516.75
359.77,1494.25
1.44,1475.00
3.12,1458.75
4.92,1439.00
6.58,1425.75
8.30,1411.75
10.00,1399.50
11.73,1389.75
13.52,1380.00
15.22,1373.50
16.94,1367.00
18.66,1362.25
20.31,1358.00
22.06,1355.75
23.75,1353.00
25.48,1352.00
27.25,1340.75
28.95,1295.75
30.66,1301.25
32.31,1374.25
33.98,1379.75
35.70,1389.00
37.42,1396.25
39.11,1404.50
40.86,1417.50
42.50,1428.75
44.16,1443.00
45.89,1459.25
47.56,1476.25
49.28,1493.25
51.03,1515.25
52.66,1535.75
54.36,1562.75
56.02,1589.50
57.73,1616.50
59.38,1648.75
61.09,1682.75
62.80,1719.00
64.45,1758.75
66.17,1803.50
67.83,1854.50
69.50,1902.75
71.19,1962.50
72.84,2028.50
74.55,2094.50
76.25,2178.25
77.91,2266.50
79.62,2357.50
81.28,2474.25
83.08,2584.50
84.75,2716.75
86.42,2854.00
88.14,3017.25
89.84,0.00
91.50,3421.25
93.20,3673.00
94.89,3984.75
96.55,4333.50
98.25,4754.50
99.95,4710.50
101.69,4513.25
103.41,4441.00
105.14,4451.50
110.16,4819.25
111.88,4768.50
113.55,4839.50
115.28,4840.75
117.02,4424.50
118.72,4419.75
120.44,4463.00
122.12,4556.00
123.83,4657.75
125.55,4682.25
127.27,4550.00
128.95,4601.75
130.72,4582.50
134.12,5146.50
137.52,5313.50
139.27,0.00
142.77,4131.75
144.44,4121.50
146.16,0.00
147.92,0.00
149.62,3603.75
151.34,3682.25
153.05,3754.75
154.86,3019.50
156.59,2918.75
158.31,2825.25
160.08,2738.50
161.81,2648.25
165.20,2740.50
166.97,0.00
170.30,2841.50
173.88,2268.50
175.58,2382.75
177.27,2510.75
178.92,2631.25
180.66,2588.75
182.36,2548.75
184.05,2642.75
185.70,0.00
187.45,2780.50
189.14,2747.50
192.62,2720.25
194.38,2503.75
196.05,2494.00
197.78,2480.75
199.50,2478.75
201.22,2471.50
203.00,2360.25
204.72,2359.50
206.42,2358.75
208.14,2361.00
209.91,2330.50
211.61,2280.50
213.34,2294.00
215.05,2348.00
216.75,2332.25
218.45,0.00
220.17,2381.50
221.88,2363.75
223.58,2371.00
225.30,2452.25
226.95,2434.50
228.67,0.00
230.33,2612.00
232.08,2587.00
233.75,2630.50
235.45,2666.75
237.22,2476.00
238.94,2494.75
240.69,2470.00
242.38,2410.50
244.09,2358.75
245.83,2307.50
247.55,2368.50
249.23,2435.00
250.94,2503.75
252.64,2584.75
254.31,2670.25
256.00,2763.00
257.73,2870.25
259.41,2980.25
261.05,3535.25
262.75,3689.50
264.44,3873.25
266.06,4826.00
267.78,4938.50
269.48,4851.00
271.23,4791.75
272.92,4716.00
274.72,4674.75
276.44,4673.50
278.16,4602.25
279.88,4557.25
281.58,4550.75
283.33,4315.00
285.11,4016.00
286.83,4020.75
288.52,0.00
290.20,4258.50
291.95,4443.00
293.67,4413.50
295.36,4449.00
297.08,4449.75
298.69,4444.50
300.38,4459.75
302.08,4477.00
303.78,4493.75
305.50,4520.50
307.22,4514.75
308.94,4391.75
310.86,2619.50
312.56,2639.25
314.48,0.00
316.17,2013.75
317.89,2038.00
319.58,2061.50
321.27,2092.50
330.36,0.00
326.36,0.00
328.12,0.00
329.81,2382.00
331.58,2325.50
333.33,2232.00
335.03,2143.75
336.80,2062.50
338.55,1996.75
340.27,1931.00
342.02,1874.00
343.73,1822.25
345.50,1774.25
347.16,1734.00
348.89,1694.50
350.66,1659.25
352.38,1625.50
354.08,1592.50
355.77,1564.25
357.50,1538.25
359.30,1514.00
1.02,1490.75
2.67,1469.00
4.47,1451.50
6.19,1436.00
7.91,1422.25
9.56,1406.00
11.30,1393.25
13.08,1384.50
14.81,1375.25
16.50,1368.75
18.22,1363.25
19.95,1359.00
21.64,1355.50
23.39,1351.25
25.06,1351.25
26.83,1346.75
28.50,1343.25
30.25,1299.25
32.00,1294.00
33.67,0.00
35.30,1374.00
37.05,1382.25
38.69,1390.50
40.41,1399.75
42.11,1410.50
43.83,1423.50
45.50,1437.00
47.23,1452.00
48.94,1469.00
50.61,1488.00
52.30,1508.50
54.02,1531.00
55.70,1555.25
57.41,1582.00
59.03,1613.00
60.73,1644.50
62.42,1678.00
64.14,1716.25
65.81,1756.00
67.50,1800.00
69.19,1850.50
70.86,1901.25
72.50,1959.25
74.20,2023.50
75.89,2093.50
77.59,2173.50
79.23,2259.75
80.95,2356.00
82.72,2462.00
84.41,2578.25
86.06,2710.25
87.77,2854.50
89.47,3020.00
91.14,3180.50
92.83,0.00
94.50,3681.50
96.19,3982.75
97.88,4345.50
99.58,4762.25
101.28,4737.50
102.98,4524.00
104.70,4458.00
106.36,4457.50
109.72,4858.75
111.44,4851.50
113.17,4794.50
114.84,4868.25
118.30,4440.00
120.00,4471.50
121.70,4475.25
123.39,4656.50
125.09,4681.25
128.52,4557.00
130.23,4600.50
131.97,4602.25
135.34,5166.00
140.50,0.00
142.23,4370.00
143.98,4125.25
145.70,3937.00
147.44,3734.00
149.16,3563.75
150.89,3410.50
152.62,3269.50
156.09,3008.25
157.84,2906.00
159.55,2816.75
161.30,2729.00
163.02,2644.50
164.70,2683.50
166.39,2772.50
168.20,0.00
171.53,2837.00
173.23,0.00
175.06,2295.25
176.75,2415.00
178.44,2551.50
180.12,2626.00
181.84,2587.50
183.58,2552.25
185.23,2686.00
186.94,2792.50
188.66,2781.25
190.38,2750.00
192.08,2734.25
193.81,2718.00
195.56,2501.75
197.25,2497.50
198.98,2488.75
200.69,2478.75
202.41,2483.00
204.19,2359.00
205.92,2361.25
207.62,2362.25
209.33,2368.50
211.03,2319.50
212.77,2281.00
214.47,2320.50
216.20,2357.00
217.89,2287.75
219.58,2374.50
221.30,2381.25
223.00,2364.50
224.70,2379.75
226.42,2462.25
228.09,2409.50
229.77,2492.50
231.47,2579.25
233.19,2588.75
234.86,2621.25
236.58,2666.50
238.33,2474.25
240.03,2475.00
241.73,2469.75
243.47,2412.25
245.17,2336.25
246.92,2315.75
248.61,2379.25
250.28,2444.75
252.05,2517.75
253.72,2599.00
255.41,2686.00
257.09,2781.75
258.81,2884.25
260.50,3002.00
262.12,3549.00
263.80,3712.25
265.52,3903.50
267.16,4803.75
268.86,4922.50
270.58,4823.50
272.30,4777.25
274.02,4706.00
275.77,4656.75
277.52,4628.50
279.23,4585.50
280.92,4537.50
282.64,4513.25
284.38,4316.50
286.14,4015.25
287.88,3998.75
289.53,4211.50
291.23,4247.25
292.95,4445.00
294.67,4435.25
296.39,4431.00
298.12,4459.00
299.69,4431.25
301.41,4459.75
303.11,4469.50
304.83,4477.75
306.53,4499.50
308.23,4476.50
311.91,2609.50
313.62,2634.00
315.52,0.00
317.16,2005.25
318.88,2025.00
320.59,2053.75
322.30,2081.25
324.05,2111.25
325.75,2145.25
327.47,2182.75
329.11,2391.25
330.84,2366.25
332.58,2311.75
334.34,2216.75
336.08,2128.50
337.83,2050.75
339.56,1985.75
341.30,1921.25
343.00,1864.00
344.78,1813.25
346.47,1766.00
348.14,1727.75
349.91,1686.75
351.66,1652.75
353.31,1619.50
355.09,1587.25
356.81,1557.50
358.48,1532.25
0.27,1507.75
1.97,1484.25
3.67,1465.50
5.39,1447.50
7.14,1430.75
8.88,1416.00
10.56,1401.25
12.38,1389.00
14.09,1379.00
15.77,1371.50
17.50,1364.75
19.25,1359.00
20.97,1353.75
22.62,1353.00
24.41,1347.00
26.05,1346.00
27.77,1347.00
29.45,1346.25
31.25,1300.50
33.00,1291.50
34.59,0.00
36.25,1370.25
38.00,1379.25
39.72,1385.75
41.42,1396.25
43.12,1407.75
44.81,1421.75
46.52,1434.75
48.22,1450.00
49.88,1467.25
51.61,1485.50
53.33,1505.50
54.98,1530.00
56.69,1554.25
58.34,1583.00
60.02,1611.00
61.69,1643.50
63.34,1677.50
65.06,1715.75
66.77,1753.50
68.44,1799.00
70.09,1850.75
71.78,1901.00
73.45,1958.00
75.16,2022.75
76.83,2092.00
78.52,2173.50
80.22,2258.75
81.88,2356.50
83.69,2463.50
85.34,2580.75
87.06,2713.25
88.77,2857.75
90.41,3023.50
92.11,3181.50
93.80,0.00
95.45,3685.75
97.16,3995.50
98.83,4357.75
100.55,4763.50
102.25,4744.50
103.97,4539.00
105.70,4477.25
107.31,4465.50
112.41,4858.75
114.11,4821.25
115.80,4870.25
119.25,4445.25
120.95,4483.50
122.67,4496.25
124.36,4654.00
126.08,4703.00
127.77,4737.25
129.48,4536.75
131.23,4604.50
132.97,4618.75
136.36,5164.25
139.80,0.00
141.52,0.00
143.25,4407.25
144.98,4165.00
146.70,3931.25
148.45,3730.50
150.19,3561.75
151.92,3406.75
153.62,3268.25
155.39,3148.75
157.11,3007.00
158.88,2908.75
160.58,2814.50
162.30,2728.75
164.03,2648.00
165.73,2698.75
167.42,2792.25
172.55,2834.50
174.30,2783.75
176.11,2314.75
177.80,2437.25
179.45,2570.25
181.14,2627.75
182.88,2578.00
184.58,2554.50
186.25,2712.50
187.98,2804.00
189.70,2780.00
191.38,2752.25
193.11,2737.50
194.80,2720.25
196.58,2518.25
198.30,2506.00
200.02,2494.25
201.69,2486.75
203.48,2451.75
205.23,2364.00
206.91,2359.25
208.66,2360.75
210.36,2374.75
212.06,2298.50
213.81,2288.00
215.50,2331.75
217.22,2357.00
218.97,2280.25
220.66,2386.25
222.34,2383.00
224.06,2371.75
225.75,2385.25
227.42,2465.50
229.19,2406.50
230.84,2499.25
232.55,2570.50
234.25,2588.50
235.97,2627.25
237.64,2669.50
239.45,2476.75
241.11,0.00
242.88,2445.75
244.56,2401.50
246.31,2314.25
248.00,2322.75
249.69,2384.25
251.44,2451.25
253.12,2524.00
254.78,2605.00
256.52,2693.00
258.22,2788.50
259.89,2893.00
261.59,3010.75
263.25,3559.25
264.92,3723.00
266.62,3915.25
268.27,4786.00
269.95,4909.50
271.69,4821.25
273.41,4768.50
275.19,4700.75
276.92,4646.75
278.64,4593.75
280.36,4560.50
282.09,4544.25
283.81,4475.25
285.53,4306.75
287.28,4007.50
289.00,3995.50
290.69,0.00
292.42,4241.50
294.12,4413.25
295.81,4441.00
297.55,4425.00
299.16,4429.50
300.88,4432.50
302.59,4436.50
304.28,4459.50
306.00,4471.25
307.70,4492.75
309.44,4439.00
311.14,0.00
313.09,2600.50
314.77,2626.00
316.70,0.00
318.39,1999.50
320.05,2021.75
321.78,2046.25
323.55,2072.00
325.28,2105.25
326.95,2139.25
328.67,2175.50
330.30,0.00
332.05,2357.00
333.80,2301.25
335.53,2207.50
337.30,2120.50
338.98,2043.75
340.77,1978.50
342.52,1912.50
344.25,1856.50
345.98,1803.50
347.66,1760.75
349.38,1719.75
351.12,1682.50
352.83,1647.00
354.58,1613.50
356.27,1581.75
358.03,1553.00
359.77,1527.00
1.52,1502.75
3.19,1480.50
4.89,1460.75
6.67,1442.50
8.33,1427.25
10.09,1412.50
11.83,1399.75
13.59,1385.00
15.28,1373.50
17.00,1366.75
18.70,1360.00
20.45,1355.50
22.16,1351.00
23.91,1345.75
25.64,1342.25
27.30,1340.75
29.03,1342.00
30.75,1340.75
32.50,1303.25
34.27,1287.50
35.86,1305.00
37.50,1368.75
39.28,1374.75
40.98,1386.00
42.62,1394.00
44.34,1404.50
46.09,1416.25
47.78,1431.00
49.52,1446.50
51.17,1463.50
52.84,1482.25
54.56,1503.25
56.27,1525.75
57.94,1551.00
59.58,1577.75
61.31,1607.75
62.95,1641.25
64.67,1673.50
66.34,1712.00
68.03,1752.25
69.72,1795.00
71.38,1845.75
73.06,1896.50
74.75,1957.00
76.42,2020.00
78.12,2088.75
79.83,2171.25
81.52,2257.50
83.33,2354.75
84.98,2459.00
86.66,2579.75
88.39,2713.25
90.03,2857.00
91.77,3022.00
93.45,3138.00
95.11,0.00
96.80,3688.50
98.48,3995.00
100.16,4365.00
101.88,4765.75
103.58,4748.00
105.33,4545.00
106.92,4480.00
108.62,4462.75
113.72,4884.00
115.45,4830.00
117.16,4879.75
120.59,4459.50
122.28,4505.50
123.98,4503.50
125.69,4677.00
127.39,4720.00
129.09,4751.00
130.89,4564.50
132.58,4598.75
134.30,4633.50
137.69,5192.50
141.12,0.00
142.84,0.00
144.56,4377.75
146.33,4123.50
148.03,3888.50
149.75,3698.00
151.50,3559.00
153.23,3403.50
155.00,3268.25
156.70,3144.50
158.44,3002.75
160.20,2899.25
161.94,2806.00
