Angle (°),Distance (mm)
309.23,2352.50
310.92,2304.75
312.66,2258.00
314.33,2221.75
316.06,2180.75
317.77,2146.75
319.50,2108.75
321.20,2078.25
323.00,2058.00
324.67,2035.25
326.39,2016.00
328.12,1995.75
329.80,1982.75
331.50,1963.25
333.25,1950.50
334.95,1940.75
336.67,1932.00
338.38,1922.00
340.06,1917.75
341.78,1912.75
343.45,1910.00
345.22,1908.50
346.83,1909.75
348.55,1912.25
350.27,1900.50
351.98,1844.25
353.70,1809.25
355.39,1818.25
357.09,1824.50
358.81,1841.25
0.44,1846.75
2.19,1859.75
3.86,1877.00
5.55,1897.50
7.27,1929.25
8.94,1954.50
10.61,1990.50
12.33,2019.50
14.03,2057.00
15.73,2096.00
17.39,2136.25
19.09,2176.25
20.77,2225.00
22.48,2271.00
24.16,2326.25
25.81,2389.00
27.55,2450.25
29.23,2518.00
30.89,2596.25
32.62,2681.00
34.27,2774.75
35.92,2862.50
37.64,2977.00
39.30,3090.25
41.00,3113.50
42.70,3126.75
44.41,3131.50
46.09,3167.50
47.80,3198.00
49.52,3224.25
51.20,3268.75
52.88,3299.00
54.58,3347.00
56.27,3387.75
57.98,3436.00
59.61,3485.50
61.30,3540.25
62.98,3607.50
64.67,3679.00
66.39,3750.75
68.05,3838.75
69.73,3938.00
71.42,4040.50
73.12,4150.25
74.80,4273.50
76.52,4417.25
85.88,0.00
79.86,4728.50
81.55,4926.25
85.03,5439.25
86.78,5098.00
88.45,0.00
90.14,5539.50
100.59,3135.50
102.31,2950.75
104.08,2790.75
105.78,2650.25
110.86,2324.25
112.61,2232.00
114.34,2138.75
116.05,2152.75
117.72,2209.50
119.41,2274.50
121.08,2343.75
122.78,2409.00
124.48,2350.75
126.19,2287.00
127.88,2239.00
129.61,2187.50
131.42,2144.00
133.11,2105.50
134.86,2068.50
136.56,2035.25
138.27,2004.50
140.00,1977.75
141.72,1952.50
143.45,1929.75
145.12,1907.00
146.83,1890.00
148.52,1870.75
150.25,1856.00
151.95,1840.00
153.70,1831.00
155.42,1824.00
157.14,1782.75
158.89,1728.25
160.62,1712.00
162.31,1739.25
163.98,1751.75
165.77,0.00
167.47,1664.75
169.14,1754.25
170.86,1761.00
172.52,1760.00
174.25,1737.75
175.92,1740.50
177.62,1776.50
179.31,1813.00
181.03,1743.50
182.69,1779.00
184.39,1828.25
186.03,0.00
187.75,1893.00
189.45,1919.25
191.12,1946.25
192.83,1972.00
194.62,1776.00
196.31,1795.25
198.08,0.00
199.72,1790.00
201.44,1728.25
203.22,1701.75
204.97,1638.25
206.69,1625.50
208.33,1668.75
210.02,1717.25
211.70,1767.50
213.38,1828.50
215.11,1891.50
216.72,1961.00
218.44,2028.50
220.11,2117.50
221.78,2221.75
223.45,2332.50
225.03,0.00
226.69,3100.75
228.31,3278.00
229.94,4217.50
231.62,4303.00
233.36,4215.75
235.06,4204.75
236.75,4163.75
238.45,4134.50
240.17,4118.00
241.86,4042.75
243.56,4035.50
245.28,4030.25
247.02,4010.50
248.75,3476.00
250.50,0.00
252.20,3549.25
253.92,3536.00
257.28,3862.00
258.98,4010.00
260.66,4005.00
262.38,4016.00
264.09,4055.00
265.78,4092.50
267.50,4112.25
269.20,4144.00
270.92,4185.75
272.59,4235.00
274.38,4286.25
276.09,4137.50
279.58,0.00
285.00,0.00
286.62,2365.25
290.09,2226.75
291.91,1950.00
293.64,1951.75
295.36,1918.75
297.02,1968.50
298.72,2009.00
300.31,2072.75
301.97,2132.50
303.70,2208.75
305.38,2288.75
307.05,2363.50
308.78,2364.25
310.48,2310.25
312.17,2266.50
313.91,2220.25
315.66,2181.50
317.33,2145.50
319.05,2114.50
320.75,2084.75
322.50,2061.00
324.23,2037.25
325.98,2019.50
327.66,1998.75
329.38,1977.00
331.08,1966.25
332.83,1949.00
334.50,1937.75
336.23,1932.25
337.95,1922.75
339.62,1915.25
341.38,1912.50
343.08,1908.00
344.75,1906.50
346.47,1907.50
348.09,1910.00
349.80,1909.75
351.52,1917.00
353.23,1845.00
354.98,1812.50
356.67,1821.00
358.34,1833.75
0.03,1836.00
1.73,1844.75
3.42,1864.00
5.14,1890.25
6.88,1914.25
8.50,1941.75
10.23,1970.75
11.97,2013.75
13.62,2039.00
15.38,2077.00
17.03,2120.75
18.72,2156.75
20.41,2202.50
22.11,2255.75
23.78,2308.50
25.48,2361.75
27.17,2428.00
28.86,2493.00
30.55,2569.25
32.25,2655.50
33.91,2744.50
35.59,2835.00
37.28,2939.50
38.94,3059.00
40.62,3142.75
42.33,3157.25
44.03,3179.00
45.73,3199.25
47.44,3209.25
49.12,3250.25
50.81,3278.00
52.53,3317.00
54.22,3368.25
55.92,3397.75
57.59,3458.00
59.23,3504.25
60.95,3563.50
62.64,3621.00
64.34,3697.75
66.05,3755.25
67.73,3838.75
69.39,3947.75
71.09,4040.50
72.77,4129.75
74.47,4274.75
76.14,4393.00
85.55,0.00
79.52,4698.50
81.22,4885.00
84.73,5413.50
86.45,5083.00
89.84,5532.50
91.61,4725.75
100.33,3180.00
102.03,2993.50
103.78,2830.75
105.52,2686.25
114.08,2174.25
115.78,2122.50
117.48,2176.50
119.14,2234.50
120.86,2307.00
122.53,2379.00
124.23,2360.25
125.95,2307.00
127.69,2257.75
129.39,2206.50
131.14,2154.75
132.88,2119.00
134.58,2081.25
136.28,2042.75
138.03,2019.00
139.75,1989.50
141.45,1960.75
143.12,1940.00
144.84,1916.75
146.59,1897.25
148.30,1877.50
150.02,1866.75
151.72,1851.25
153.44,1838.50
155.12,1829.00
156.91,1812.00
158.62,1741.50
160.36,1718.75
162.02,1726.25
163.73,1766.75
165.47,1751.50
167.19,1670.50
168.84,0.00
170.53,1762.75
172.23,1770.25
173.97,1741.50
175.64,1755.00
177.34,1754.50
179.03,1811.00
180.77,1787.25
182.42,1756.25
184.11,1844.75
185.78,1939.25
187.50,1894.50
189.16,1915.00
190.86,1943.25
192.55,1975.25
194.31,0.00
196.06,1798.00
197.75,1808.75
199.45,1764.75
201.16,1748.25
202.94,1740.00
204.67,1673.50
206.39,1623.50
208.09,1662.75
209.81,1710.75
211.48,1762.25
213.17,1820.75
214.80,1882.75
216.52,1950.00
218.19,2026.75
219.84,2109.00
221.53,2205.75
223.23,2314.50
224.91,2436.50
226.45,3074.50
228.09,3252.00
229.72,0.00
231.38,4354.25
233.12,4275.25
234.80,4203.75
236.50,4183.50
238.23,4177.75
239.92,4127.75
241.64,4069.25
243.33,4078.00
245.03,4036.50
246.75,4058.50
248.52,0.00
250.20,0.00
251.94,3561.00
253.64,3559.75
255.31,3784.00
257.02,3836.75
258.72,4033.75
260.41,4037.25
262.12,4050.50
263.83,4076.25
265.50,4114.50
267.23,4142.25
268.92,4153.00
270.64,4184.50
272.33,4241.50
274.03,4280.25
275.81,4138.25
284.70,0.00
286.34,2377.50
289.80,2235.00
291.62,1958.75
293.33,0.00
295.05,1933.00
296.73,1981.25
298.44,2032.50
300.00,2090.75
301.67,2154.25
303.36,2227.00
305.08,2308.25
306.73,2382.50
308.45,2366.50
310.17,2315.00
311.92,2269.25
313.61,2223.25
315.33,2183.75
317.03,2147.25
318.73,2108.50
320.48,2077.75
322.17,2052.50
323.95,2033.75
325.62,2019.25
327.39,1993.25
329.06,1974.00
330.78,1957.75
332.53,1941.75
334.23,1934.00
335.94,1921.75
337.61,1912.75
339.38,1905.50
341.03,1899.75
342.75,1898.75
344.48,1898.25
346.19,1898.25
347.83,1900.75
349.53,1905.75
351.23,1908.00
352.92,1914.25
354.59,1896.50
356.34,1829.50
358.08,1821.75
359.78,1828.00
1.45,1840.50
3.16,1852.25
4.86,1875.50
6.53,1903.75
8.22,1927.00
9.91,1952.75
11.64,1981.25
13.33,2024.00
15.03,2057.75
16.72,2093.00
18.44,2138.50
20.12,2180.75
21.81,2237.25
23.45,2283.50
25.16,2347.25
26.91,2406.50
28.56,2469.50
30.23,2543.50
31.95,2633.75
33.62,2715.25
35.27,2810.50
36.97,2914.50
38.64,3014.50
40.30,3150.75
42.03,3250.25
43.72,3269.00
45.41,3286.00
47.11,3307.00
48.81,3340.50
50.50,3373.25
52.20,3407.25
53.89,3449.00
55.58,3495.75
57.28,3548.25
58.92,3601.25
60.62,3653.25
62.31,3721.50
64.03,3799.50
65.72,3869.00
67.41,3965.75
69.09,4061.50
70.77,4162.00
72.47,4280.50
74.16,4404.75
75.84,4542.25
77.50,4699.25
79.22,4876.50
80.91,4912.75
82.72,0.00
84.45,5009.00
86.11,0.00
87.83,5452.00
89.55,5516.75
91.30,0.00
93.02,4389.25
96.50,3705.00
101.72,3040.50
103.44,2873.75
105.20,2727.50
106.86,2593.50
110.33,2376.00
113.75,2199.50
115.50,2104.25
117.19,2142.25
118.86,2201.25
120.56,2269.00
122.23,2341.75
123.94,2391.25
125.69,2327.50
127.39,2271.75
129.08,2221.50
130.89,2170.25
132.61,2132.00
134.33,2097.00
136.02,2054.75
137.77,2030.25
139.47,2001.75
141.22,1973.00
142.88,1948.25
144.59,1925.75
146.33,1907.25
148.02,1890.50
149.72,1875.50
151.47,1861.50
153.17,1848.00
154.92,1837.50
156.61,1830.00
158.34,1785.25
160.05,1729.75
161.80,1722.25
163.48,1744.75
165.16,1759.75
166.88,0.00
168.64,1679.50
170.31,1764.50
172.00,1777.25
173.72,1772.25
175.47,1753.75
177.11,1759.75
178.81,1797.50
180.53,1828.75
182.25,1764.75
183.94,0.00
185.58,0.00
187.31,1897.75
188.98,1916.00
190.66,1940.50
192.41,1970.00
194.05,2007.25
195.89,1805.25
197.56,1822.50
199.33,1714.75
201.00,1794.25
202.81,1748.75
204.50,1716.25
206.23,1655.75
207.97,1660.25
209.64,1707.75
211.31,1758.25
213.05,1815.75
214.70,1879.00
216.39,1945.00
218.05,2017.00
219.73,2103.75
221.45,2199.50
223.11,2309.75
224.81,2427.75
226.36,3046.50
228.02,3227.50
231.33,4377.25
233.05,4291.50
234.77,4216.50
236.47,4208.25
238.19,4165.25
239.88,4136.50
241.62,4090.50
243.34,4091.00
245.03,4051.25
246.73,4061.25
248.48,3867.50
250.17,0.00
251.98,3554.50
255.38,0.00
257.09,3857.50
258.78,4057.75
260.50,4029.75
262.20,4058.25
263.89,4083.25
265.61,4120.50
267.31,4139.75
269.03,4156.75
270.73,4204.50
272.47,4240.25
274.19,4301.00
275.97,4174.50
284.83,0.00
286.53,2398.25
290.00,2235.50
291.81,1969.75
293.56,0.00
295.25,1945.50
296.94,1993.00
298.64,2044.50
300.20,2104.25
301.88,2169.25
303.61,2240.25
305.25,2317.75
306.95,2404.00
308.70,2370.50
310.39,2310.75
312.16,2265.50
313.86,2219.25
315.61,2181.25
317.33,2144.50
319.03,2109.25
320.75,2082.50
322.47,2049.75
324.23,2034.50
325.97,2009.00
327.64,1988.25
329.38,1968.25
331.11,1951.75
332.80,1939.00
334.52,1929.25
336.25,1918.00
337.94,1906.00
339.70,1900.00
341.38,1896.50
343.08,1892.75
344.81,1888.25
346.52,1886.25
348.20,1890.75
349.94,1891.50
351.61,1897.25
353.36,1902.00
355.02,1910.75
356.70,1920.50
358.47,1897.50
0.19,1841.00
1.89,1847.75
3.61,1844.25
5.28,1862.25
7.00,1889.25
8.75,1911.25
10.41,1936.50
12.14,1964.50
13.84,1996.50
15.50,2026.50
17.20,2064.25
18.92,2099.75
20.61,2145.25
22.33,2205.25
24.02,2255.75
25.72,2314.75
27.41,2370.75
29.08,2434.50
30.77,2508.75
32.47,2587.75
34.17,2678.25
35.83,2768.50
37.52,2875.00
39.20,2992.50
40.89,3112.50
42.58,3258.00
44.27,3395.00
45.95,3558.75
47.62,3739.25
49.34,3819.50
51.03,3848.00
52.77,3893.25
54.45,3943.25
56.17,4000.00
57.88,4064.50
59.50,4138.75
61.23,4205.75
62.91,4290.75
64.61,4381.50
66.31,4468.75
68.02,4589.25
69.67,4700.00
71.39,4824.25
73.09,4912.75
74.80,4922.75
78.23,5057.25
87.62,0.00
89.34,0.00
83.45,4899.50
85.11,5330.00
86.84,5364.50
88.56,5401.50
90.27,5451.25
92.00,0.00
93.75,4513.75
102.47,3099.25
104.19,2929.75
105.95,2772.50
107.58,2639.75
111.03,2416.25
114.47,2232.00
116.19,2149.75
117.92,2099.75
119.58,2157.50
121.27,2223.25
123.00,2292.25
124.64,2371.75
126.38,2350.25
128.11,2291.25
129.81,2239.25
131.56,2192.75
133.27,2152.00
134.98,2111.75
136.70,2076.25
138.44,2044.00
140.14,2015.00
141.88,1988.00
143.61,1963.00
145.31,1940.50
147.00,1919.00
148.73,1901.75
150.47,1887.75
152.14,1871.75
153.89,1857.25
155.61,1845.50
157.30,1839.25
159.05,1830.50
160.81,1766.75
162.50,1730.50
164.20,1734.75
165.94,1775.00
167.58,1761.00
169.39,1686.25
171.05,1725.25
172.77,1778.75
174.41,1786.25
176.16,1763.75
177.89,1780.75
179.52,1776.25
181.20,1833.25
182.95,0.00
184.67,1781.00
186.33,1873.50
187.98,1967.50
189.73,1920.75
191.36,1946.50
193.06,1977.25
194.80,2005.75
196.55,1819.00
198.30,1837.25
200.02,0.00
201.70,1814.25
203.47,1760.25
205.14,1756.75
206.89,1692.50
208.66,1661.75
210.28,1706.50
211.98,1755.00
213.70,1811.25
215.38,1872.50
217.05,1936.25
218.72,2013.00
220.41,2095.75
222.09,2188.75
223.75,2293.25
225.45,2412.50
226.97,3028.25
228.64,3199.25
230.31,3399.50
231.91,4357.75
233.66,4333.00
235.36,4254.75
237.06,4238.25
238.78,4167.75
240.45,4160.75
242.19,4132.00
243.88,4112.50
245.58,4069.00
247.27,4085.75
249.00,3899.25
250.77,3810.50
255.86,0.00
257.58,3881.25
259.28,4063.00
261.00,4056.00
262.67,4068.75
264.38,4095.25
266.08,4121.00
267.80,4148.75
269.50,4171.75
271.19,4205.25
272.92,4259.50
274.66,4317.25
276.41,4186.00
285.25,2440.00
286.91,2411.75
288.66,0.00
290.38,2262.00
292.14,1987.25
293.92,1924.75
295.61,1967.75
297.27,2012.75
298.88,2061.00
300.58,2121.25
302.23,2192.00
303.94,2260.00
305.62,2337.00
307.31,2403.75
309.00,2358.00
310.75,2299.50
312.45,2259.00
314.19,2210.25
315.88,2172.75
317.61,2133.75
319.33,2100.25
321.05,2069.50
322.84,2043.25
324.53,2024.50
326.25,1997.25
327.95,1978.75
329.70,1960.25
331.39,1945.50
333.09,1932.75
334.88,1920.50
336.56,1905.00
338.25,1897.25
339.97,1888.75
341.66,1883.00
343.42,1879.25
345.08,1878.50
346.80,1877.50
348.45,1876.00
350.14,1880.25
351.84,1881.75
353.56,1893.00
355.25,1899.00
356.94,1909.25
358.72,0.00
0.44,1827.75
2.12,1843.00
3.83,1860.00
5.48,1993.75
7.16,2016.25
8.83,2042.25
10.55,2068.25
12.28,2095.75
14.03,2034.75
15.73,2013.00
17.41,2045.50
19.12,2082.25
20.81,2125.50
22.52,2172.25
24.17,2222.50
25.86,2278.25
27.58,2338.25
29.28,2402.00
30.97,2487.75
32.62,2566.25
34.33,2652.00
36.00,2742.75
37.69,2847.75
39.36,2963.75
41.05,3092.00
42.72,3224.25
44.39,3382.25
46.08,3544.25
47.77,3699.25
49.45,3943.25
51.14,4193.00
52.84,4346.75
54.56,4411.50
56.27,4458.50
57.95,4518.50
59.58,4601.25
61.28,4678.00
63.00,4769.25
64.67,4863.50
66.36,5177.00
68.08,5253.25
71.48,4880.75
73.20,4838.00
74.91,4850.00
76.59,4945.00
78.28,5033.00
87.70,0.00
83.83,2447.00
86.94,5360.75
88.64,5381.75
92.03,0.00
93.81,4571.50
102.53,3135.50
104.27,2944.50
106.02,2794.75
107.64,2644.25
109.36,2529.00
116.28,2165.00
118.00,2087.50
119.67,2125.75
121.34,2190.00
123.05,2260.25
124.72,2336.00
126.44,2356.75
128.12,2294.25
129.88,2242.00
131.62,2197.75
133.33,2157.75
135.05,2117.75
136.80,2081.75
138.50,2049.50
140.23,2019.25
141.92,1993.00
143.66,1972.00
145.36,1948.00
147.08,1928.75
148.80,1910.00
150.50,1893.50
152.20,1872.75
153.94,1865.50
155.66,1847.00
157.36,1842.50
159.09,1835.00
160.81,1798.25
162.56,1749.25
164.28,1738.50
165.97,1756.75
167.70,1766.50
169.41,0.00
171.14,1697.50
172.78,1782.75
174.45,1801.25
176.17,1790.25
177.89,1790.00
179.56,1785.00
181.28,1831.00
182.95,1847.50
184.66,1792.00
186.33,0.00
188.02,1960.50
189.72,1927.00
191.42,1952.50
193.14,1984.50
194.84,2007.25
196.58,1834.00
198.33,1854.75
200.03,1852.00
201.73,1811.50
203.50,1785.50
205.25,1777.25
206.94,1725.25
208.72,1675.25
210.36,1716.75
212.03,1765.75
213.78,1822.00
215.41,1883.50
217.11,1949.25
218.75,2015.75
220.48,2103.75
222.16,2197.50
223.84,2300.25
225.50,2415.50
227.05,3038.00
228.73,3208.50
230.39,3406.50
232.00,4345.75
233.70,4344.00
235.45,4266.75
237.16,4252.25
238.88,4182.00
240.55,4165.00
242.27,4154.75
243.98,4116.50
245.69,4101.25
247.39,4098.75
249.09,3904.50
250.84,3831.75
256.00,0.00
257.69,3899.00
259.38,4106.00
261.09,4092.00
262.80,4105.00
264.50,4129.75
266.20,4143.75
267.91,4176.75
269.62,4178.75
271.31,4238.75
273.02,4266.00
274.80,4351.25
276.52,4190.00
285.34,2451.25
287.05,2445.25
288.78,2308.25
290.59,0.00
292.33,2014.50
294.09,1951.00
295.73,1994.25
297.47,2042.25
299.00,2098.25
300.69,2158.50
302.38,2224.50
304.05,2297.00
305.73,2378.50
307.44,2402.50
309.16,2348.50
310.89,2297.00
312.58,2252.75
314.30,2206.50
316.00,2173.00
317.75,2131.50
319.44,2101.00
321.19,2060.75
322.92,2041.00
324.66,2016.25
326.41,1986.75
328.12,1967.50
329.81,1951.00
331.52,1933.25
333.23,1917.00
334.97,1906.25
336.69,1897.00
338.41,1888.00
340.06,1878.50
341.78,1873.25
343.48,1870.50
345.20,1868.25
346.86,1868.25
348.56,1866.75
350.23,1870.25
351.97,1877.25
353.66,1878.00
355.42,1888.50
357.06,1895.00
358.81,1860.75
0.48,1833.75
2.19,1851.25
3.86,0.00
5.56,1962.25
7.23,2008.25
8.97,2033.50
10.72,2053.50
12.38,2081.50
14.08,2114.75
15.75,2148.00
17.45,2188.75
19.14,2226.75
20.86,0.00
22.58,2197.25
24.25,2208.00
25.95,2260.25
27.64,2318.00
29.34,2380.00
31.05,2449.50
32.72,2526.75
34.42,2609.50
36.09,2701.75
37.78,2816.50
39.47,2929.00
41.14,3053.75
42.86,3188.50
44.52,3336.50
46.20,3500.00
47.91,3649.25
49.56,3916.00
51.27,4163.25
52.92,4426.50
54.59,4767.75
56.33,4956.50
58.02,5055.25
59.64,5088.50
61.38,4945.50
63.06,4965.00
66.44,5257.75
68.14,5255.25
69.86,5235.25
71.55,5210.75
73.27,4800.25
74.97,4817.00
76.97,0.00
78.69,2391.75
80.42,2380.50
82.08,2392.00
83.89,2436.00
85.58,2534.25
88.70,5346.75
93.84,4682.25
95.62,4257.75
99.08,3626.50
104.30,3005.00
106.02,2846.75
107.64,2704.25
109.38,2574.50
112.80,2368.25
114.55,2283.75
116.25,2196.50
118.02,2120.00
119.72,2084.25
121.38,2146.25
123.09,2214.00
124.75,2286.00
126.42,2371.25
128.19,2328.50
129.88,2275.75
131.62,2223.75
133.36,2182.50
135.06,2141.50
136.78,2102.50
138.53,2071.25
140.27,2041.00
141.94,2013.75
143.66,1989.25
145.36,1963.75
147.09,1944.00
148.83,1924.25
150.53,1908.25
152.22,1893.50
153.94,1878.75
155.70,1868.25
157.41,1855.00
159.08,1847.50
160.84,1842.25
162.61,1793.25
164.30,1754.50
165.98,1758.75
167.73,0.00
169.39,1776.25
171.16,1702.25
172.81,1744.00
174.55,1807.75
176.23,1811.25
177.92,1794.50
179.61,1821.75
181.33,1809.75
183.05,1859.00
184.73,0.00
186.47,1828.00
188.17,0.00
189.81,1969.50
191.52,1956.75
193.22,1983.50
194.89,2010.75
196.64,0.00
198.36,1871.00
200.08,1868.75
201.81,1830.00
203.58,1850.25
205.28,1785.75
206.97,1774.25
208.75,1713.00
210.42,1715.50
212.16,1763.50
213.84,1817.00
215.50,1876.50
217.16,1937.75
218.84,2012.75
220.53,2100.75
222.22,2185.00
223.92,2289.50
225.59,2405.00
227.11,0.00
228.78,3169.50
230.48,3360.25
232.08,4304.00
233.80,4409.00
235.50,4295.75
237.20,4297.25
238.91,4223.75
240.64,4211.50
242.34,4201.75
244.06,4140.75
245.73,4137.75
247.45,4126.00
249.19,0.00
250.92,3856.00
254.34,3634.25
256.05,3655.00
257.73,3903.50
259.41,4105.00
261.14,4096.25
262.84,4108.25
264.53,4131.75
266.23,4145.75
267.97,4168.00
269.64,4201.25
271.34,4249.00
273.06,4269.50
274.83,4350.50
276.52,4224.00
287.06,2414.75
288.78,2329.25
290.58,0.00
292.28,2015.75
294.00,1961.50
295.73,2000.75
297.39,2049.00
298.97,2100.00
300.70,2160.00
302.36,2225.75
304.02,2297.75
305.72,2379.00
307.42,2404.00
309.16,2348.25
310.88,2297.25
312.59,2250.50
314.30,2204.50
316.02,2163.00
317.72,2129.50
319.42,2090.00
321.12,2058.25
322.92,2037.25
324.66,2005.50
326.38,1985.25
328.06,1961.75
329.81,1945.00
331.53,1924.25
333.22,1912.25
334.95,1897.75
336.62,1883.00
338.36,1875.00
340.08,1869.75
341.80,1862.00
343.50,1856.50
345.20,1850.75
346.86,1853.25
348.58,1853.00
350.28,1854.00
351.97,1859.25
353.67,1865.00
355.39,1870.75
357.08,1878.00
358.77,1901.50
0.50,1833.25
2.25,1847.00
3.86,1939.50
5.58,1959.50
7.30,1978.50
8.94,2002.50
10.64,2026.75
12.38,2053.25
14.11,2084.75
15.78,2117.00
17.47,2153.25
19.16,2194.75
20.88,2237.50
22.53,2284.75
24.25,2333.00
25.92,2390.25
27.66,2373.75
29.38,2342.50
31.08,2399.50
32.77,2477.50
34.42,2549.00
36.08,2640.00
37.72,2734.00
39.44,2846.75
41.11,2972.00
42.78,3103.25
44.50,3244.00
46.14,3395.25
47.83,3585.00
49.52,3731.25
51.19,4013.75
52.88,4253.75
54.56,4565.75
56.27,4671.25
57.94,4705.00
59.59,4744.75
61.28,4788.50
62.97,4838.25
68.06,5184.50
69.75,5235.00
73.20,4805.25
74.89,4815.50
76.56,4837.25
78.27,4982.50
79.95,5002.50
83.78,2447.75
85.19,4845.25
86.86,5279.25
88.56,5317.25
90.27,5361.75
91.97,5406.25
93.69,0.00
104.14,3106.50
105.84,2931.00
107.47,2781.25
109.19,2648.25
110.92,2532.00
114.38,2331.75
116.06,2242.00
119.52,2084.00
121.22,2097.00
122.91,2163.00
124.53,2232.00
126.27,2307.75
127.94,2367.50
129.62,2311.75
131.42,2256.50
133.09,2212.50
134.81,2171.25
136.56,2131.00
138.28,2095.25
139.97,2064.25
141.67,2034.00
143.41,2010.25
145.12,1985.00
146.83,1961.50
148.53,1943.50
150.25,1924.00
151.95,1908.75
153.66,1895.00
155.39,1881.50
157.11,1871.75
158.81,1862.75
160.53,1855.50
162.25,1833.25
163.98,1791.50
165.72,1768.75
167.36,1773.75
169.08,0.00
170.78,1791.00
172.52,1720.25
174.16,1796.00
175.89,1828.25
177.59,1824.75
179.27,1822.00
180.92,1834.75
182.62,1846.00
184.36,1866.75
186.08,1822.25
187.75,1859.75
189.38,0.00
191.11,1955.75
192.78,1977.50
194.47,2008.25
196.20,2037.75
197.94,1885.75
199.67,1889.50
201.33,1888.25
203.08,1846.00
204.78,1823.75
206.48,1810.50
208.19,1768.75
209.92,1716.75
211.66,1752.75
213.33,1807.00
214.97,1866.50
216.66,1926.25
218.34,1995.25
220.00,2074.50
221.67,2167.75
223.34,2266.75
225.02,2378.00
226.66,2495.25
228.23,3123.75
229.92,3302.50
233.19,4454.75
234.89,4376.25
236.59,4321.75
238.28,4297.00
240.02,4241.75
241.72,4259.25
243.42,4181.25
245.09,4177.75
246.83,4143.25
248.52,4150.50
250.23,3952.50
251.97,3903.75
255.39,3671.75
257.06,3894.75
258.78,3954.25
260.45,4137.00
262.14,4137.25
263.84,4149.50
265.55,4176.00
267.23,4186.25
268.94,4225.25
270.62,4241.00
272.34,4274.25
274.03,4346.25
275.80,4333.00
277.53,0.00
281.05,0.00
284.62,2453.75
286.31,2443.75
289.83,0.00
291.53,2024.50
293.28,1963.25
294.98,2006.75
296.69,2053.50
298.34,2105.50
299.94,2162.50
301.61,2225.50
303.31,2295.00
305.00,2371.25
306.66,2435.75
308.42,2365.50
310.12,2310.50
311.86,2262.00
313.56,2206.75
315.23,2166.75
316.97,2126.25
318.70,2103.25
320.39,2058.25
322.11,2032.75
323.88,2013.50
325.59,1981.75
327.31,1960.50
329.02,1937.50
330.73,1922.25
332.44,1906.25
334.17,1892.50
335.89,1878.00
337.62,1873.00
339.33,1859.75
341.00,1852.25
342.70,1846.75
344.42,1844.50
346.16,1842.50
347.80,1845.75
349.45,1844.00
351.19,1844.75
352.89,1846.75
354.59,1855.75
356.23,1862.50
357.97,1871.75
359.70,1825.00
1.34,1822.25
3.05,1921.00
4.72,1940.25
6.41,1959.00
8.08,1978.75
9.83,2012.25
11.55,2037.00
13.22,2065.25
14.88,2095.75
16.58,2125.75
18.30,2170.75
19.98,2206.50
21.69,2252.75
23.36,2304.25
25.03,2350.50
26.75,2391.25
28.44,2313.25
30.14,2365.00
31.84,2426.00
33.52,2508.00
35.19,2578.50
36.88,2665.25
38.56,2780.25
40.22,2899.25
41.91,3013.75
43.59,3145.00
45.25,3300.50
46.95,3453.25
48.62,3603.25
50.31,3841.75
51.97,4107.00
53.64,4353.00
55.33,4665.25
57.03,4694.25
58.69,4743.50
60.39,4808.25
62.06,4861.00
65.45,5140.25
67.14,5180.25
70.58,4812.25
72.27,4811.50
73.98,4759.00
75.67,4786.00
77.38,4929.25
79.06,4934.00
80.75,4999.50
82.62,4927.25
86.33,2420.25
87.72,5296.50
89.44,5324.50
91.14,5372.50
92.84,5421.50
96.30,4330.75
105.00,3047.50
106.66,2890.25
108.38,2746.00
110.08,2617.00
111.81,2503.00
118.72,2153.00
120.45,2072.00
122.11,2096.25
123.78,2162.50
125.48,2233.25
127.16,2311.75
128.83,2352.25
130.64,2303.50
132.33,2245.25
134.06,2208.50
135.77,2165.25
137.50,2122.25
139.23,2088.25
140.91,2062.00
142.62,2026.75
144.33,2009.25
146.05,1984.25
147.75,1965.25
149.48,1945.00
151.20,1929.00
152.89,1912.50
154.56,1900.75
156.36,1888.75
158.06,1877.25
159.81,1869.75
161.48,1864.25
163.19,1843.00
164.91,1783.50
166.66,1768.00
168.38,1787.50
170.05,0.00
171.78,1800.25
173.48,1733.25
175.16,1815.25
176.86,1837.00
178.62,1837.75
180.28,1842.00
181.98,1852.25
183.67,1864.00
185.39,1881.00
187.12,1842.50
188.73,1887.00
190.44,1992.25
192.12,1973.00
193.83,1996.75
195.50,2026.75
197.23,2063.75
198.98,1986.50
200.69,1905.00
202.44,1881.50
204.19,1887.00
205.89,1827.75
207.59,1829.25
209.33,1774.00
211.09,1735.50
212.75,1785.25
214.47,1841.75
216.12,1900.25
217.83,1966.25
219.48,2035.75
221.20,2118.50
222.88,2211.25
224.56,2313.25
226.25,2428.75
227.89,2555.00
229.44,3196.00
231.14,3381.25
232.75,4319.50
234.44,4464.00
236.17,4330.50
237.89,4316.00
239.59,4268.00
241.33,4265.25
243.00,4240.00
244.70,4190.50
246.42,4168.00
248.14,4156.00
249.84,0.00
251.61,3900.50
255.05,3694.75
256.75,0.00
258.45,3952.25
260.14,4158.25
261.84,4134.00
263.55,4155.00
265.25,4158.00
266.95,4197.00
268.67,4224.25
270.38,4232.25
272.08,4286.50
273.81,4301.00
275.55,4387.25
277.27,4244.75
280.73,0.00
