Angle (°),Distance (mm)
275.25,2618.50
278.50,4412.00
280.20,4449.25
281.94,4460.00
283.66,4519.50
285.39,4580.00
287.12,4613.00
288.84,4641.50
295.94,2983.25
297.73,2761.75
299.36,2571.50
308.14,1970.00
309.81,2007.75
311.50,2052.75
313.25,2100.25
314.94,2152.25
316.61,2210.00
318.38,2152.25
320.11,2079.50
321.88,2018.00
323.64,2074.50
325.33,2153.75
327.02,2245.25
328.75,2193.75
330.48,2146.75
332.25,2104.25
334.03,0.00
335.78,1823.00
337.55,1794.00
339.27,1766.25
340.98,1745.75
342.78,1725.75
344.58,1589.75
346.28,1572.50
348.03,1556.50
349.70,1544.25
351.50,1535.25
353.17,1522.25
354.97,1466.00
356.69,1406.00
358.39,1396.75
0.17,1407.75
1.84,1462.75
3.53,1467.50
5.31,0.00
7.02,1358.50
8.69,1440.50
10.48,1424.00
12.27,1417.50
13.95,1405.50
15.67,1383.00
17.45,1394.00
19.17,1441.75
20.84,1483.50
22.55,1480.00
24.30,1405.75
25.95,0.00
27.67,0.00
29.34,1643.25
31.06,1595.00
32.83,1620.75
34.48,1648.00
36.19,1676.50
37.95,1709.25
39.58,1831.00
41.36,1772.50
43.12,1705.25
44.92,1567.50
46.64,1583.50
48.41,1530.25
50.16,1483.75
51.92,1441.00
53.67,1401.75
55.33,1422.75
57.06,1473.25
60.33,1601.25
62.02,1675.00
63.72,1755.50
65.38,1846.25
67.06,1950.25
68.69,2072.50
70.39,2216.25
71.83,0.00
73.55,3778.75
75.30,3793.00
85.73,3908.25
87.44,3936.00
90.95,3531.75
92.64,0.00
94.34,3848.25
96.11,3850.50
97.83,3859.50
99.56,3876.25
101.27,3902.50
103.05,3677.25
108.14,3599.75
109.81,0.00
114.95,4121.00
116.67,4297.25
118.41,4294.75
120.09,4366.75
121.83,4440.75
123.55,4347.00
125.30,4134.50
130.83,2371.00
132.55,2263.00
134.33,2187.00
136.03,2112.50
139.48,2111.25
141.19,2176.00
142.89,2250.25
144.62,2329.75
146.30,2420.50
148.02,2519.50
149.67,2631.25
151.44,2617.00
153.17,2569.75
154.97,2523.25
156.70,2485.25
158.44,2445.75
160.16,2407.50
161.89,2378.00
163.64,2358.50
165.38,2319.75
167.08,2304.50
168.83,2280.00
170.58,2270.50
172.31,2252.00
174.03,2237.25
175.78,2223.00
177.09,0.00
178.78,5430.75
180.41,8306.75
182.12,8266.75
183.80,11625.00
185.92,0.00
187.66,2797.00
189.42,2641.25
191.16,2504.50
192.95,2366.25
194.69,2307.25
196.42,2242.50
198.16,2214.75
199.86,2252.75
201.56,2315.25
203.31,2331.75
205.06,2356.00
206.78,2395.00
208.50,2426.75
210.22,2458.25
211.95,2497.75
213.64,2537.75
215.39,2582.50
217.11,2630.75
218.80,2688.25
220.50,2746.75
222.22,2811.25
223.98,2879.25
225.67,2952.00
227.34,3031.50
229.03,3122.00
230.75,3219.00
232.47,3326.25
234.16,3450.00
235.88,3582.25
237.59,3529.00
239.30,3654.00
241.00,3841.50
242.72,4007.75
244.42,4261.00
246.12,4486.75
247.84,4588.75
249.56,4531.75
251.33,4470.50
253.05,4438.25
254.80,4428.50
256.52,4403.25
258.22,4379.50
259.97,4358.50
261.69,4341.00
263.41,4325.75
265.17,4324.50
267.11,2658.25
268.84,2591.75
270.55,2577.00
272.28,2577.25
273.98,2620.50
277.30,4412.25
279.05,4437.25
280.73,4461.25
282.47,4512.00
284.20,4560.25
285.94,4603.25
287.66,4614.00
294.77,2970.25
296.56,2745.75
298.34,2557.00
306.97,1973.50
308.69,2013.25
310.41,2056.50
312.11,2106.25
313.78,2158.25
315.53,2214.50
317.27,2140.50
319.02,2076.75
320.73,2015.00
322.47,2031.75
324.27,2123.25
325.94,2220.00
327.69,2188.00
329.42,2141.50
331.19,2098.25
332.97,0.00
334.75,1819.00
336.47,1791.50
338.23,1765.50
339.95,1742.75
341.72,1721.75
343.48,1587.50
345.22,1570.50
346.95,1555.50
348.72,1543.50
350.39,1533.50
352.17,1523.25
353.94,1452.50
355.64,1403.75
357.38,1397.50
359.16,1409.75
0.86,1464.75
2.56,1467.75
4.41,0.00
6.03,1368.75
7.69,1441.00
9.48,1422.25
11.30,1417.25
12.98,1403.75
14.75,1383.25
16.48,1397.00
18.17,1446.50
19.81,1485.75
21.61,1475.25
23.39,1405.75
24.97,0.00
26.64,0.00
28.42,1629.25
30.14,1596.25
31.83,1623.00
33.52,1651.00
35.30,1678.00
36.95,1710.00
38.62,1835.25
40.38,1768.50
42.12,1700.50
44.00,1571.00
45.64,1579.25
47.48,1526.75
49.17,1479.00
50.95,1438.50
52.69,1398.75
54.42,1423.50
56.12,1475.00
59.44,1603.75
61.06,1677.75
62.81,1757.50
64.42,1851.00
66.11,1956.75
67.81,2078.25
69.52,2219.25
70.94,0.00
72.67,3778.25
74.36,3794.75
84.84,3907.50
90.06,3525.75
91.75,3805.75
93.47,3850.25
95.22,3852.25
96.94,3859.50
98.66,3870.50
100.39,3919.75
107.23,3602.50
114.11,4131.25
115.78,4293.50
117.50,4306.75
119.23,4367.25
120.95,4427.75
122.67,4345.50
124.41,4133.25
126.14,4049.00
129.86,2368.50
131.66,2260.25
133.41,2184.00
135.17,2111.50
138.61,2110.25
140.33,2178.25
142.03,2251.50
143.73,2331.25
145.42,2420.75
147.12,2521.75
148.81,2634.25
150.56,2620.75
152.28,2568.00
154.02,2531.00
155.75,2483.50
157.53,2447.25
159.25,2416.75
161.00,2382.75
162.70,2359.75
164.42,2329.00
166.16,2305.00
167.89,2284.25
169.61,2268.75
171.34,2251.00
173.09,2239.00
174.83,2218.75
176.16,0.00
177.88,5421.00
179.44,8271.25
181.14,8240.00
182.83,11646.25
184.95,0.00
186.67,2784.75
188.45,2636.00
190.22,2508.25
191.95,2367.75
193.70,2305.00
195.41,2244.00
197.16,2213.75
198.86,2251.25
200.58,2312.00
202.31,2340.25
204.06,2364.50
205.75,2395.50
207.45,2426.25
209.19,2457.00
210.89,2496.50
212.62,2536.00
214.34,2581.00
216.05,2630.00
217.73,2687.25
219.47,2745.25
221.20,2810.00
222.92,2877.50
224.61,2952.25
226.31,3032.00
227.98,3121.00
229.69,3219.75
231.39,3324.25
233.06,3445.50
234.77,3577.25
236.50,3633.75
238.20,3653.75
239.91,3832.25
241.59,4007.00
243.31,4256.00
244.98,4487.25
246.70,4640.75
248.44,4588.25
250.16,4551.25
251.92,4499.50
253.67,4462.50
255.38,4432.50
257.09,4409.50
258.83,4398.00
260.56,4378.75
262.28,4364.75
263.98,4340.25
265.92,2669.75
267.67,2599.00
269.39,2576.00
271.12,2586.75
272.84,2621.25
276.11,4418.00
277.84,4432.75
279.55,4457.75
281.28,4514.25
283.00,4550.75
284.70,4594.50
286.45,4630.00
293.53,2981.75
295.31,2756.25
297.08,2566.75
305.75,1974.50
307.42,2012.00
309.14,2056.75
310.81,2102.50
312.53,2159.00
314.20,2214.00
315.98,2150.00
317.72,2080.00
319.48,2017.50
321.22,1964.50
322.95,2059.00
324.64,2159.75
326.36,2191.25
328.12,2145.25
329.86,2102.25
331.62,0.00
333.41,1821.75
335.12,1791.75
336.88,1767.00
338.62,1744.25
340.34,1724.00
342.17,1588.25
343.92,1571.25
345.62,1556.25
347.31,1544.75
349.03,1535.00
350.80,1523.25
352.53,0.00
354.31,1405.25
356.02,1396.75
357.75,1409.00
359.45,1464.75
1.19,1468.00
2.94,0.00
4.64,1362.00
6.36,1440.00
8.09,1422.25
9.81,1419.50
11.56,1405.50
13.31,1384.00
15.05,1397.75
16.67,1444.25
18.42,1484.25
20.11,1477.75
21.88,1405.00
23.59,0.00
25.23,0.00
26.92,1632.50
28.69,1595.00
30.36,1620.75
32.05,1646.75
33.80,1675.25
35.47,1707.50
37.14,1830.75
38.91,1769.25
40.62,1702.25
42.48,1565.00
44.17,1581.50
45.89,1528.25
47.67,1479.75
49.39,1438.00
51.20,1398.25
52.84,1420.75
54.59,1471.50
56.25,1532.75
57.89,0.00
59.56,1672.75
61.25,1752.00
62.91,1843.50
64.61,1948.25
66.27,2069.75
67.95,2211.25
71.09,3782.50
72.80,3804.50
83.25,3906.00
84.95,3935.75
88.47,3538.75
90.14,0.00
91.86,3853.00
93.59,3856.75
95.33,3856.25
97.06,3873.25
98.77,3893.25
105.72,3590.25
107.33,3747.75
110.75,4220.75
112.48,4123.50
114.16,4296.00
115.91,4305.25
117.61,4372.75
119.31,4438.25
121.05,4361.75
122.80,4131.25
124.52,3961.50
128.27,2376.00
129.98,2266.75
131.75,2187.25
133.53,2114.25
136.98,2112.25
138.69,2177.00
140.38,2251.00
142.06,2331.25
143.75,2421.50
145.48,2517.50
147.19,2633.25
148.91,2620.25
150.64,2568.75
152.41,2526.00
154.12,2483.00
155.86,2448.75
157.59,2413.25
159.34,2380.25
161.08,2350.75
162.81,2322.50
164.53,2301.50
166.27,2278.50
168.02,2262.25
169.73,2247.75
171.45,2234.25
173.17,2220.50
174.50,0.00
176.25,5424.00
177.88,8212.50
179.55,8262.75
189.09,0.00
183.38,0.00
185.11,2780.25
186.84,2623.75
188.59,2498.00
190.34,2366.50
192.11,2309.50
193.84,2243.75
195.58,2213.75
197.25,2247.00
198.98,2310.25
200.70,2336.75
202.41,2364.75
204.17,2390.25
205.89,2419.75
207.59,2454.75
209.34,2493.00
211.05,2533.25
212.78,2576.50
214.48,2626.50
216.17,2682.00
217.89,2743.75
219.62,2803.75
221.34,2873.00
223.05,2946.75
224.77,3030.50
226.47,3117.00
228.12,3213.25
229.83,3319.00
231.53,3436.50
233.23,3562.50
234.94,3686.50
236.66,3643.25
238.36,3812.25
240.08,3990.50
241.77,4238.75
243.45,4476.75
245.17,4649.00
246.91,4593.75
248.62,4560.25
250.42,4483.50
252.09,4444.50
253.83,4428.25
255.58,4412.50
257.28,4373.75
259.02,4354.00
260.77,4329.00
262.45,4317.25
264.39,2671.25
266.12,2592.50
267.89,2569.50
269.61,2579.50
271.33,2607.25
273.03,2703.75
274.56,4342.00
276.31,4368.50
278.05,4401.25
279.77,4429.50
281.48,4468.25
283.20,4506.00
284.92,4563.00
292.03,2999.50
293.80,2774.50
295.56,2582.00
304.22,1973.75
305.95,2013.50
307.62,2057.50
309.34,2105.75
311.03,2160.25
312.77,2216.25
314.50,2155.50
316.23,2086.25
317.98,2024.00
319.70,1968.50
321.42,1948.50
323.14,2115.75
324.89,2188.00
326.61,2148.00
328.38,2107.25
330.20,0.00
331.91,1824.75
333.70,1795.25
335.39,1768.25
337.17,1745.50
338.84,1725.75
340.67,1590.50
342.42,1571.50
344.19,1557.25
345.91,1545.25
347.56,1532.00
349.31,1523.00
351.06,1462.25
352.89,1405.75
354.56,1397.25
356.34,1407.00
357.98,1462.25
359.69,1464.75
1.48,0.00
3.23,1356.75
4.89,1441.00
6.64,1422.75
8.33,1420.00
10.06,1407.00
11.89,1383.75
13.61,1394.25
15.27,1441.25
16.95,1482.00
18.72,1479.75
20.53,1406.00
22.17,0.00
23.83,1535.75
25.48,1642.75
27.30,1593.25
28.94,1616.75
30.72,1643.25
32.41,1672.25
34.08,1704.00
35.78,1824.25
37.47,1773.75
39.25,1706.50
41.09,1566.50
42.73,1584.00
44.56,1530.25
46.31,1483.75
48.08,1440.75
49.83,1401.25
51.53,1415.75
53.19,1465.00
54.92,1524.50
58.25,1663.25
59.88,1747.25
61.55,1831.50
63.19,1935.25
64.91,2052.00
66.55,2193.50
69.72,3797.00
71.42,3786.75
81.75,3927.25
83.61,3912.00
85.33,4013.00
87.09,0.00
88.78,0.00
90.52,3847.25
92.23,3852.25
93.97,3856.75
95.69,3865.75
97.42,3902.00
104.39,3580.00
106.08,3689.50
107.66,4148.00
111.09,4121.50
112.81,4312.25
114.53,4294.00
116.27,4357.75
117.97,4436.25
119.72,4395.75
121.45,4167.50
126.88,2393.50
128.62,2284.25
130.39,2201.50
132.22,2123.75
135.61,2110.00
137.34,2168.50
139.03,2240.25
140.73,2319.50
142.44,2406.00
144.14,2503.25
145.81,2613.75
147.59,2629.75
149.34,2578.50
151.05,2528.25
152.78,2488.50
154.55,2456.00
156.23,2419.50
157.95,2393.50
159.70,2361.00
161.45,2332.75
163.16,2313.75
164.92,2291.00
166.66,2270.50
168.39,2253.75
170.11,2238.25
171.81,2228.25
180.89,0.00
174.89,5424.75
176.53,0.00
178.22,8216.00
180.00,5373.25
181.72,5405.00
183.73,2804.75
185.47,2646.75
187.25,2514.75
189.02,2398.75
190.72,2299.25
192.47,2244.75
194.20,0.00
195.91,2214.25
197.62,2308.25
199.34,2324.50
201.03,2351.75
202.84,2377.50
204.52,2400.75
206.22,2449.75
207.97,2486.50
209.69,2522.75
211.36,2570.00
213.09,2618.50
214.81,2675.00
216.55,2729.00
218.25,2791.50
219.95,2857.50
221.69,2931.25
223.41,3012.00
225.11,3097.00
226.75,3193.25
228.45,3298.75
230.17,3416.00
231.88,3540.00
233.55,3682.00
235.28,3616.25
236.98,3776.00
238.69,3949.25
240.39,4182.00
242.09,4429.25
243.80,4660.50
245.53,4622.00
247.25,4583.75
248.98,4514.50
250.73,4461.00
252.45,4438.00
254.20,4412.50
255.91,4385.50
257.62,4359.00
259.36,4339.50
261.09,4320.25
263.02,2703.00
264.75,2604.00
266.48,2579.25
268.20,2572.00
269.92,2601.00
271.61,2677.25
273.14,4335.50
274.92,4358.75
276.67,4395.00
278.39,4426.00
280.09,4453.00
281.83,4469.75
283.55,4534.00
290.64,3056.75
292.41,2818.50
294.16,2620.00
302.83,1971.25
304.59,2005.75
306.28,2049.50
307.95,2096.75
309.64,2150.75
311.41,2206.75
313.11,2165.50
314.86,2098.75
316.58,2035.75
318.36,1980.00
320.11,1929.75
323.53,2177.75
325.23,2159.50
327.00,2114.50
328.81,0.00
330.53,1828.75
332.31,1798.25
334.05,1772.25
335.75,1750.00
337.50,1730.25
339.28,1593.25
341.08,1575.00
342.81,1563.00
344.48,1546.25
346.23,1534.50
347.98,1527.75
349.75,1459.00
351.47,1413.00
353.25,1396.50
354.94,1402.00
356.64,1453.00
358.31,1465.50
0.06,1464.00
1.84,1351.25
3.50,1436.75
5.25,1427.50
6.98,1418.75
8.67,1412.50
10.45,1386.25
12.19,1386.75
13.89,1430.50
15.58,1476.00
17.36,1489.50
19.09,1411.25
20.81,1411.75
22.47,1509.25
24.16,1637.50
25.92,1588.00
27.59,1610.50
29.31,1636.75
31.00,1664.50
32.73,1694.75
34.42,0.00
36.11,1791.50
37.88,1717.50
39.70,0.00
41.41,1579.00
43.12,1542.75
44.92,1492.50
46.61,1450.25
48.36,1409.50
50.14,1401.25
51.83,1453.00
53.52,1509.00
56.88,1645.75
58.56,1729.50
60.17,1808.50
61.88,1908.75
63.52,2021.75
65.22,2157.75
68.36,3824.00
70.06,3778.00
80.36,0.00
82.12,3905.00
83.95,4014.00
85.70,0.00
87.47,3519.00
89.12,3844.75
90.89,3851.00
92.59,3854.75
94.31,3860.50
96.05,3895.00
97.80,0.00
103.00,3592.25
104.75,3671.00
106.42,4135.00
109.77,4188.00
113.19,4236.75
114.92,4315.00
116.64,4406.00
118.34,4436.50
120.06,4217.75
121.88,0.00
125.52,2414.50
127.25,2326.75
129.03,2219.25
130.81,2143.25
132.53,2106.75
134.25,2121.25
135.98,2149.00
137.69,2218.00
139.39,2299.25
141.09,2384.00
142.80,2478.75
144.47,2583.25
146.22,2634.50
147.95,2588.00
149.67,2543.50
151.42,2509.25
153.14,2460.00
154.88,2427.00
156.64,2396.50
158.38,2368.50
160.09,2338.75
161.83,2313.25
163.58,2288.00
165.31,2278.50
167.05,2257.50
168.73,2248.25
170.47,2225.00
173.55,5420.25
175.25,5366.75
176.89,8247.25
178.64,0.00
182.38,2845.00
184.09,2686.25
185.84,2550.50
187.61,2433.50
189.36,2306.25
191.11,2246.25
192.86,2269.25
194.55,2214.75
196.22,2302.50
197.95,2322.75
199.69,2341.00
201.39,2378.75
203.14,2408.75
204.83,2444.50
206.56,2470.00
208.30,2509.75
210.02,2559.75
211.70,2604.50
213.42,2658.25
215.14,2716.25
216.86,2774.75
218.58,2841.25
220.28,2913.75
221.98,2992.25
223.72,3076.00
225.41,3171.25
227.05,3271.75
228.77,3393.25
230.47,3515.75
232.17,3647.00
233.89,3596.75
235.59,3738.25
237.28,3894.50
238.98,4121.25
240.70,4383.00
242.41,4613.75
244.09,4657.75
245.81,4604.50
247.55,4568.00
249.30,4506.00
251.00,4463.75
252.73,4466.50
254.45,4436.50
256.17,4413.75
257.91,4391.00
259.59,4371.50
261.55,0.00
263.27,2626.00
265.02,2586.00
266.73,2575.25
268.44,2595.75
270.16,2661.50
271.64,0.00
273.36,4413.50
275.19,4425.75
276.89,4462.25
278.61,4486.25
280.31,4533.25
282.05,4584.50
285.59,0.00
289.12,3115.75
290.88,2868.50
292.64,2662.75
301.34,1979.25
303.03,1998.25
304.72,2037.75
306.44,2082.75
308.11,2135.25
309.84,2190.00
311.55,2188.50
313.31,2114.50
315.03,2045.75
316.77,1991.75
318.52,1947.50
320.17,2094.75
321.92,2137.25
323.67,2175.50
325.41,2124.50
327.12,2083.75
328.97,1840.00
330.67,1806.75
332.42,1778.25
334.14,1755.00
335.88,1734.50
337.70,0.00
339.38,1579.25
341.17,1562.50
342.89,1548.25
344.58,1536.75
346.36,1527.25
348.03,1463.75
349.80,1420.75
351.52,1396.25
353.22,1397.25
354.92,1436.50
356.70,1469.00
358.38,1465.00
0.17,1350.00
1.81,1431.50
3.59,1432.50
5.31,1421.75
7.03,1417.75
8.73,1389.75
10.45,1385.50
12.23,1419.25
13.89,1467.25
15.55,1488.50
17.39,1424.25
19.08,1404.75
20.77,1503.00
22.34,1633.50
24.16,1581.75
25.83,1604.00
27.53,1628.75
29.27,1656.25
30.95,1687.75
32.69,1722.25
34.33,1806.75
36.03,1732.25
37.86,0.00
39.58,1564.75
41.31,1553.50
43.06,1501.25
44.81,1457.00
46.58,1416.50
48.31,1390.50
49.97,1440.00
51.69,1495.75
53.33,1557.50
55.06,0.00
56.69,1705.50
58.42,1785.75
60.00,1885.50
61.70,1994.25
63.38,2123.00
65.02,2274.00
68.19,3793.00
80.19,3893.75
83.77,4006.25
85.53,3512.50
87.23,3841.50
88.94,3848.00
90.67,3855.00
92.38,3857.75
94.08,3874.25
97.58,3689.25
99.28,3715.25
102.75,3631.00
104.42,4132.25
107.75,4247.00
109.47,4137.00
111.16,4252.75
112.88,4313.50
114.61,4400.25
116.31,4433.75
118.05,4266.25
121.50,3993.25
123.47,0.00
126.95,2237.50
128.69,2159.50
132.16,2123.25
133.86,2133.25
135.56,2204.50
137.28,2276.50
138.98,2362.25
140.66,2454.75
142.38,2558.00
144.06,2646.50
145.81,2597.25
147.53,2554.00
149.25,2510.75
150.98,2469.50
152.72,2433.75
154.47,2397.75
156.22,2370.50
157.91,2341.00
159.64,2315.25
161.39,2294.25
163.12,2271.00
164.83,2264.50
166.58,2241.75
168.28,2224.75
170.02,2227.25
171.34,5428.00
173.05,5385.75
174.67,8214.50
176.34,0.00
178.20,5337.25
180.11,2876.00
181.84,2713.50
183.64,2569.25
185.34,2446.00
187.09,2327.75
188.86,2256.50
190.61,2227.75
192.28,2211.00
193.97,2300.50
195.69,2315.75
197.39,2346.75
199.11,2371.00
200.80,2402.00
202.53,2434.75
204.27,2469.75
205.94,2509.25
207.67,2539.75
209.38,2591.25
211.09,2648.75
212.78,2701.00
214.53,2764.00
216.22,2826.50
217.94,2892.75
219.61,2972.75
221.31,3056.00
223.02,3148.50
224.70,3250.25
226.44,3366.50
228.06,3488.50
229.78,3617.00
231.47,3766.00
233.19,3728.00
234.89,3861.50
236.59,4057.00
238.25,4327.50
239.95,4575.25
241.64,4852.75
243.36,4822.50
245.09,4773.75
246.81,4714.50
248.55,4665.00
250.25,4622.50
252.00,4595.75
253.72,4574.50
255.44,4555.25
257.17,4532.00
258.88,4512.50
260.84,2671.50
262.56,2609.75
264.28,2587.75
266.00,2611.75
267.69,2666.00
269.19,0.00
270.89,4523.00
272.61,4548.75
274.41,4582.00
276.11,4606.25
277.83,4633.25
279.53,4669.50
286.58,0.00
288.34,2910.50
290.11,2697.00
291.91,2512.00
298.84,1997.50
300.50,1989.25
302.20,2030.25
303.91,2075.00
305.61,2125.75
307.30,2181.75
309.00,2203.00
310.72,2124.00
312.48,2060.75
314.25,2002.50
315.98,1950.25
317.62,2040.00
319.30,2149.00
321.00,2180.00
322.86,2131.25
324.58,2092.00
326.41,1844.25
328.11,1812.25
329.86,1783.75
331.62,1759.75
333.34,1739.00
335.14,0.00
336.83,1582.50
338.58,1567.00
340.30,1550.75
342.02,1539.25
343.77,1529.50
345.55,1478.75
347.25,1428.50
348.94,1399.50
350.66,1399.50
352.36,1429.25
354.12,1467.00
355.78,1461.00
357.58,1351.25
359.27,1424.50
0.97,1435.50
2.72,1420.25
4.41,1419.75
6.16,1393.75
7.83,1383.25
9.55,1413.75
11.34,1459.75
13.03,1489.25
14.75,1435.50
16.55,1403.00
18.22,1501.75
19.84,1626.25
21.59,1578.25
23.28,1600.50
24.97,1626.00
26.69,1653.25
28.39,1682.75
30.11,1717.00
31.80,1814.25
33.50,1736.25
35.30,0.00
37.05,1561.50
38.77,1559.25
40.53,1503.00
42.31,1457.75
44.02,1419.50
45.78,1384.75
47.42,1432.50
49.12,1485.50
50.80,1546.75
52.52,1615.00
54.17,1692.00
55.84,1773.00
57.56,1867.50
59.12,1976.00
60.84,2101.75
62.48,2249.75
77.67,3896.50
81.08,4077.50
83.00,3537.75
84.69,3833.00
86.39,3841.25
88.14,3847.75
89.86,3854.50
91.61,3878.00
100.25,3642.00
101.94,0.00
107.00,4107.00
108.73,4279.25
110.45,4307.75
112.16,4377.75
113.86,4440.25
115.58,4295.00
119.06,3993.00
122.73,2356.25
124.50,2248.75
126.27,2171.75
129.72,2112.25
131.47,2122.50
133.17,2191.25
134.89,2265.75
136.59,2350.50
138.28,2442.00
139.97,2543.75
141.69,2650.00
143.42,2608.50
145.17,2559.00
146.88,2516.00
148.62,2474.50
150.33,2438.75
152.08,2405.75
153.84,2372.00
155.56,2343.50
157.30,2318.75
159.05,2292.50
160.75,2278.50
162.52,2258.25
164.20,2244.00
165.94,2232.25
167.67,2219.00
169.02,5416.25
170.73,5394.75
172.45,0.00
174.03,0.00
175.94,5365.00
177.88,2891.25
179.61,2728.00
181.38,2583.50
183.11,2452.00
184.86,2338.00
186.58,2279.00
188.31,2253.50
190.08,2210.25
191.75,2296.00
193.48,2319.50
195.16,2344.00
196.89,2369.25
198.62,2399.25
200.33,2432.50
202.05,2465.50
203.81,2505.00
205.52,2543.25
207.23,2580.25
208.95,2638.50
210.66,2695.25
212.36,2759.50
214.12,2820.00
215.83,2889.50
217.52,2966.50
219.23,3049.25
220.97,3136.00
222.67,3236.50
224.39,3346.75
226.09,3468.75
227.73,3599.50
229.44,3747.75
231.16,3909.75
232.88,3841.50
234.61,4033.25
236.27,4303.25
237.97,4553.75
239.69,4826.75
241.41,4961.50
243.12,4892.75
244.86,4834.00
246.59,4787.00
248.30,4759.50
250.03,4725.50
251.78,4694.75
253.52,4656.75
255.23,4635.50
256.97,4621.75
258.92,2713.25
260.66,2630.50
262.39,2609.25
264.14,2619.50
265.84,2679.75
267.31,0.00
269.02,4617.50
270.75,4635.50
272.47,4671.75
274.20,4712.25
276.00,4747.25
277.72,4784.75
286.58,2937.00
288.39,2721.50
290.14,2531.50
297.17,2016.00
298.84,1978.50
300.53,2025.25
302.25,2068.75
303.94,2119.50
305.66,2174.25
307.34,2205.25
309.12,2133.75
310.86,2064.75
312.61,2008.00
314.34,1953.50
316.02,2072.75
317.70,2156.75
319.42,2180.25
321.20,2133.50
322.98,2094.25
324.80,1848.75
326.55,1815.75
328.31,1786.25
330.03,1759.75
331.83,1739.50
333.56,0.00
335.31,1583.50
337.06,1567.00
338.80,1551.75
340.55,1540.00
342.27,1529.00
344.06,0.00
345.77,1434.00
347.56,1399.25
349.28,1397.50
350.94,1423.00
352.66,1468.00
354.41,1460.50
356.20,1353.00
357.89,0.00
359.61,1433.75
1.28,1418.25
3.06,1418.50
4.80,1395.50
6.48,1381.25
8.22,1409.50
9.88,1455.25
11.62,1487.50
13.47,1444.50
15.19,1404.50
16.81,1499.50
18.52,1623.25
20.25,1585.50
21.94,1597.25
23.69,1621.50
25.41,1651.00
27.08,1680.25
28.80,1712.25
30.47,1822.25
32.27,1742.75
34.03,1664.25
35.80,1557.00
37.47,1555.50
39.25,1507.50
41.02,1461.75
42.80,1422.50
44.52,1383.75
46.17,1426.25
47.91,1477.75
49.61,1538.50
51.36,1574.75
52.95,0.00
54.64,1762.50
56.28,1855.00
58.00,1960.50
59.59,2084.50
61.30,2230.25
76.50,3939.00
81.72,3569.75
83.52,3833.75
85.27,3836.75
86.97,3844.50
88.72,3848.00
90.44,3853.75
92.17,3951.50
99.12,3668.50
100.80,0.00
104.27,4171.75
105.98,4113.75
107.61,4301.50
109.33,4303.50
111.03,4362.00
112.77,4439.75
114.48,4332.50
116.25,4114.50
117.98,4029.75
121.69,2363.50
123.41,2253.75
125.17,2179.50
126.94,2116.50
128.61,0.00
130.36,2112.50
132.09,2179.00
133.81,2256.25
135.52,2338.50
137.20,2427.75
138.88,2528.25
140.61,2634.25
142.33,2615.25
144.08,2566.25
145.80,2521.25
147.55,2480.25
149.30,2443.50
151.02,2410.75
152.77,2376.50
154.50,2346.75
156.23,2318.25
157.92,2300.25
159.69,2280.75
161.42,2262.50
163.12,2246.75
164.86,2234.00
166.58,2219.00
167.91,0.00
169.64,5422.75
174.66,11718.00
176.80,2913.25
178.55,2747.25
180.25,2601.00
182.00,2468.00
183.75,2352.25
185.47,2283.75
187.22,2246.75
188.92,2211.25
190.64,2270.75
192.34,2314.50
194.08,2341.75
195.80,2366.75
197.50,2398.25
199.20,2430.00
200.94,2460.00
202.67,2499.50
204.38,2539.25
206.08,2575.50
207.80,2628.75
209.53,2689.75
211.20,2748.50
212.92,2811.00
214.66,2879.75
216.34,2957.75
218.09,3039.75
219.77,3129.00
221.47,3226.00
223.17,3329.00
224.89,3451.00
226.55,3581.50
228.23,3729.00
229.92,3895.75
231.67,3865.75
233.36,4015.25
235.08,4263.25
236.78,4523.50
238.48,4808.25
240.16,5054.50
241.88,4990.75
243.62,4938.50
245.33,4887.00
247.06,4839.75
248.77,4801.75
250.53,4776.50
252.25,4751.00
253.97,4725.50
255.69,4698.75
257.64,0.00
259.41,2647.50
261.11,2629.00
262.86,2613.75
264.52,2684.25
266.03,0.00
267.72,4690.00
269.44,4715.50
271.19,4732.00
272.88,4766.00
274.67,4785.25
276.41,4826.25
278.14,0.00
285.22,2968.00
286.98,2747.25
288.75,2558.25
297.56,1976.00
299.12,2018.25
300.86,2064.50
302.55,2112.50
304.25,2165.75
305.98,2215.00
307.69,2146.00
309.44,2075.25
311.17,2016.50
312.91,1961.75
314.59,2047.75
316.27,2148.75
318.00,2189.50
319.72,2145.75
321.47,2101.00
323.36,1879.25
325.06,1820.50
326.83,1791.25
328.58,1764.50
330.27,1742.00
332.00,1721.75
333.86,1587.25
335.58,1568.25
337.30,1555.00
339.02,1542.00
340.72,1531.50
342.52,1505.50
344.25,1457.25
346.00,1403.25
347.67,1397.25
349.42,1414.00
351.11,1464.50
352.81,1458.00
354.62,0.00
356.30,0.00
358.02,1438.25
359.72,1419.25
1.42,1418.75
3.20,1399.25
4.92,1383.00
6.62,1401.75
8.30,1448.00
9.98,1484.00
11.83,1459.50
13.59,1401.25
15.19,1498.50
16.86,0.00
18.62,0.00
20.27,1593.75
22.00,1618.00
23.69,1645.25
25.44,1673.50
27.14,1705.50
28.83,1822.75
30.58,1751.50
32.30,1684.25
34.17,1553.75
35.80,1562.50
37.55,1513.50
39.33,1466.75
41.06,1425.00
42.83,1386.25
44.53,1415.00
