Angle (°),Distance (mm)
54.47,1330.50
62.98,1108.25
64.72,1058.00
69.66,1085.25
71.27,1080.75
72.89,1113.00
74.55,1143.25
76.16,1176.50
77.80,1212.75
79.44,1253.00
81.08,1296.00
82.73,1341.75
87.38,2312.50
89.03,2385.50
90.72,2410.00
92.31,2527.50
93.97,2661.25
95.64,2801.00
97.66,1723.75
99.36,1613.25
101.03,1628.25
102.72,1623.75
104.42,1634.00
106.11,1621.00
107.64,1625.00
109.38,1604.25
110.97,1645.50
119.77,0.00
113.72,4853.00
115.39,4990.25
118.69,5382.75
120.39,5192.00
122.03,5253.00
123.75,0.00
125.41,4807.75
127.09,4858.00
128.73,4870.00
130.48,4988.00
132.16,5082.75
133.83,5058.25
135.52,4932.00
137.20,5015.25
138.86,4962.25
140.50,0.00
143.89,0.00
145.53,5306.75
157.38,4277.25
159.12,3352.50
162.53,3109.50
165.91,2920.25
168.19,1307.50
174.34,2565.00
176.02,2575.25
177.67,2677.50
179.31,2788.75
180.97,2830.75
199.45,2556.25
201.17,0.00
202.89,2444.50
204.58,2432.75
206.25,2423.75
207.92,0.00
209.62,2337.50
211.31,2309.75
212.97,2418.50
214.70,2281.25
216.34,2310.00
218.05,2279.75
219.73,2237.50
221.38,2257.25
223.05,2334.00
224.72,2330.00
226.41,2241.00
228.73,0.00
230.41,1115.00
232.20,1043.00
238.69,0.00
240.30,1219.75
241.41,0.00
243.17,2192.25
244.88,2109.50
246.55,2151.50
248.19,2190.25
249.83,2235.25
251.48,2288.75
253.17,2342.00
254.81,2400.25
256.47,2466.75
258.17,2537.25
259.78,2612.00
261.47,2698.75
263.11,2791.25
267.97,4164.25
271.28,4460.75
274.67,4502.50
278.02,4396.50
281.39,4296.00
284.12,0.00
288.12,0.00
289.80,3942.75
292.89,833.25
294.58,833.75
296.27,787.75
297.98,787.00
299.64,787.25
301.20,0.00
303.17,0.00
304.80,3542.75
310.88,0.00
312.55,973.50
314.20,979.00
315.91,992.75
322.38,1103.25
326.17,922.00
335.45,1690.50
337.16,0.00
338.89,1547.75
340.58,1483.25
342.22,1504.75
343.92,1492.50
345.58,1518.25
352.30,1427.50
354.03,1379.50
358.97,1451.75
0.59,1500.25
2.25,1504.25
3.94,1493.00
5.66,1468.75
7.36,1446.75
9.00,1430.50
15.83,1360.75
17.55,1348.25
20.06,4618.50
21.75,4574.75
23.41,4548.50
25.08,4527.25
26.75,4502.00
28.31,7329.25
30.00,7306.50
31.62,8528.00
35.56,1931.25
37.28,1821.25
39.02,1723.75
40.69,1640.25
42.41,1562.75
44.16,1501.50
45.84,1434.50
47.55,1406.75
49.30,1351.50
50.98,1352.75
52.61,1350.00
54.34,1330.00
55.94,1349.25
62.77,1110.00
64.47,1061.50
69.50,1084.75
71.08,1079.75
72.75,1108.00
74.39,1140.25
76.09,1174.00
77.67,1210.25
79.28,1249.75
80.91,1293.50
82.56,1339.25
87.25,2305.25
88.89,2350.50
90.56,2402.25
92.20,2521.75
93.84,2649.25
95.47,2793.50
97.50,1736.25
99.28,0.00
100.94,1610.50
102.59,1621.75
104.27,1637.75
105.97,1619.25
107.56,1623.25
109.22,1610.25
110.86,1643.50
119.62,0.00
113.62,4849.75
115.27,4932.75
118.58,5375.50
120.28,5205.50
121.95,5251.00
123.64,0.00
125.31,4806.50
126.98,4856.25
128.62,4868.75
130.39,4987.25
132.06,5077.25
133.75,5079.25
135.42,4937.75
137.09,5046.75
138.78,4964.50
145.47,5302.50
157.30,4278.50
160.77,3226.50
165.84,2919.50
168.17,1307.75
174.31,2574.00
175.95,2567.25
177.61,2677.00
179.25,2788.25
180.91,2833.00
199.39,2560.75
201.08,0.00
202.84,2444.50
204.50,2432.75
206.20,2424.00
207.89,0.00
209.58,2337.75
211.25,2309.25
212.91,2413.75
214.66,2281.75
216.30,2310.50
218.00,2279.75
219.67,2237.50
221.38,2257.75
223.02,2333.75
224.67,2332.75
226.41,2241.00
228.70,0.00
230.36,1115.00
232.17,1042.50
237.11,1095.00
238.59,0.00
240.34,1219.00
241.44,0.00
243.11,2192.50
244.84,2107.00
246.48,2148.75
248.19,2190.00
249.80,2235.25
251.48,2289.00
253.12,2341.75
254.78,2400.25
256.47,2466.50
258.12,2532.75
259.80,2612.00
261.44,2695.00
263.09,2787.00
267.94,4164.75
269.61,4343.25
271.28,4464.00
272.97,0.00
274.64,4502.50
278.03,4396.25
281.39,4296.25
284.20,0.00
288.12,0.00
289.80,3943.00
292.94,832.75
294.55,833.75
296.36,787.75
297.98,787.00
299.62,787.50
301.09,0.00
303.16,0.00
304.83,3542.50
310.98,0.00
312.56,973.50
314.31,979.00
315.89,992.75
322.44,1103.00
326.11,922.00
335.44,1690.50
337.20,0.00
338.91,1547.75
340.66,1483.00
342.25,1504.25
343.98,1493.75
345.67,1516.75
352.36,1425.50
354.06,1378.00
359.02,1453.50
0.62,1500.50
2.31,1503.25
4.02,1491.75
5.72,1468.50
7.39,1446.75
15.84,1360.50
17.55,1346.50
20.14,4614.00
21.80,4572.50
23.48,4546.50
25.14,4528.00
26.84,4501.50
28.38,7313.75
30.05,7324.75
35.64,1927.00
37.38,1816.25
39.11,1723.00
40.81,1637.00
42.53,1559.50
44.23,1501.25
45.94,1431.50
47.64,1408.50
49.39,1351.50
51.06,1353.00
52.72,1341.75
54.41,1330.25
62.91,1108.25
64.61,1061.25
69.61,1085.50
71.19,1080.00
72.88,1113.75
74.47,1143.00
76.14,1175.50
77.75,1210.75
79.41,1251.50
81.03,1296.00
82.67,1341.50
87.34,2310.00
89.00,2384.50
90.64,2404.00
92.34,2527.75
93.94,2661.00
95.59,2801.25
97.64,1726.50
99.34,1619.00
101.06,1616.00
102.72,1623.00
104.34,1633.75
106.08,1619.75
107.66,1624.00
109.38,1604.75
110.98,1645.00
119.77,0.00
113.77,4853.25
115.39,4992.75
118.70,5381.25
120.42,5191.00
123.77,0.00
125.45,4808.00
127.11,4859.00
128.78,4872.00
130.52,4987.25
132.19,5081.50
133.89,5055.75
135.56,4932.00
137.22,5017.00
138.91,4963.00
140.53,0.00
143.94,0.00
145.59,5308.00
157.44,4267.00
159.19,3348.25
162.61,3099.75
165.98,2922.25
168.30,1305.50
174.47,2549.50
176.14,2575.75
177.80,2684.00
179.38,2795.25
181.08,2827.75
196.17,0.00
199.56,2555.50
201.28,2484.50
203.00,2444.25
204.66,2432.00
206.34,2422.75
208.06,0.00
209.77,2333.25
211.44,2309.25
213.09,2419.00
214.80,2280.50
216.50,2311.00
218.16,2275.75
219.84,2237.75
221.52,2262.00
223.19,2338.25
224.88,2317.50
226.59,2236.00
228.86,0.00
230.61,1109.25
232.30,1042.50
237.25,1109.00
238.91,0.00
241.59,2305.25
243.30,2179.00
245.03,2111.75
246.66,2154.50
248.30,2195.25
250.02,2241.00
251.67,2293.75
253.30,2348.00
254.95,2409.00
256.64,2468.75
258.30,2544.00
259.95,2621.50
261.61,2703.25
268.12,4182.00
271.45,4444.75
274.84,4493.25
276.52,4407.00
278.19,4389.50
281.58,4290.75
284.34,1018.25
288.28,0.00
293.08,833.00
294.72,830.75
296.50,787.25
298.22,787.25
299.75,787.75
301.31,0.00
303.34,0.00
305.00,3551.00
309.48,0.00
311.12,966.50
312.80,974.00
314.45,979.00
322.64,1102.75
326.34,917.75
335.64,1689.50
337.33,1630.00
339.03,1545.50
340.80,1479.50
342.48,1503.50
344.12,1486.75
345.77,1517.75
352.50,1423.25
354.17,1371.25
359.17,1457.00
0.83,1504.75
2.48,1501.50
4.17,1489.25
5.86,1466.00
7.53,1445.00
16.02,1358.25
17.69,1348.50
20.28,4609.25
21.95,4570.25
23.62,4546.75
25.33,4528.00
27.00,4489.00
28.55,7301.75
30.20,7344.25
34.11,0.00
35.81,1911.50
37.52,1805.75
39.20,1714.25
40.97,1631.25
42.69,1554.75
44.38,1493.75
46.12,1428.50
47.77,1410.75
49.53,1352.25
51.19,1353.50
52.91,1340.00
54.50,1329.50
63.06,1104.75
64.73,1055.50
69.77,1082.75
71.42,1083.00
72.98,1113.75
76.27,1180.25
77.94,1215.00
79.56,1253.50
81.19,1302.00
82.75,1348.25
84.56,1401.50
87.47,2313.25
89.12,0.00
90.78,2416.50
92.44,2536.00
94.09,2670.00
95.75,2819.75
97.77,1718.75
99.48,1615.75
101.14,1633.00
102.86,1623.00
104.52,1630.50
106.23,1618.25
107.81,1627.00
109.48,1606.25
111.12,1645.00
119.88,0.00
113.86,4846.00
115.50,5008.75
118.83,5381.75
120.53,5176.50
122.17,5260.50
123.89,0.00
125.56,4796.75
127.22,4843.50
128.88,4875.25
130.62,4987.75
132.30,5083.50
133.97,5057.75
135.67,4960.75
137.34,5021.25
139.00,4965.25
144.02,0.00
145.70,5315.50
157.55,4251.75
159.30,3338.00
162.70,3094.75
166.09,2927.50
168.38,1305.50
180.30,0.00
174.55,2542.75
176.20,2583.25
177.88,2691.75
179.48,2802.00
181.17,2825.75
196.30,0.00
199.66,2544.75
201.36,2464.25
203.05,2441.50
204.77,2432.25
206.44,2422.00
208.14,2360.50
209.83,2333.25
211.52,2311.25
213.14,2420.25
214.86,2280.75
216.55,2310.00
218.25,2271.50
219.92,2237.25
221.59,2262.50
223.23,2340.50
224.94,2314.25
226.62,2237.00
228.94,0.00
230.58,1107.50
232.31,1042.25
237.28,0.00
238.97,0.00
241.66,2300.00
243.38,2178.50
245.06,2114.25
246.72,2155.25
248.39,2195.50
250.06,2243.50
251.70,2296.00
253.33,2348.25
255.03,2409.50
256.66,2471.50
258.34,2544.00
260.02,2621.75
261.67,2708.75
268.17,4183.25
271.50,4442.75
274.89,4493.25
276.58,4406.25
278.25,4385.75
281.59,4289.25
284.33,1015.75
288.36,0.00
293.05,833.00
294.77,830.75
296.48,787.25
298.23,787.00
299.80,787.75
301.39,845.00
303.39,0.00
305.03,3551.50
309.55,0.00
311.12,967.00
312.88,973.75
314.55,979.25
316.14,984.00
326.41,917.75
335.64,1689.50
337.39,0.00
339.09,1538.75
340.86,1479.50
342.52,1503.25
344.20,1487.75
345.84,1518.00
352.58,1420.75
354.23,1370.75
359.20,1457.25
0.89,1504.50
2.48,1500.75
4.17,1489.25
5.89,1466.00
7.59,1444.50
16.05,1358.00
17.75,1349.00
20.31,4610.25
22.00,4571.00
23.66,4545.00
25.33,4527.00
27.02,4489.50
28.56,7320.75
30.23,7353.75
34.14,0.00
35.83,1908.75
37.53,1805.75
39.23,1713.50
41.02,1626.75
42.69,1550.75
44.45,1493.00
46.09,1425.75
47.84,1412.00
49.56,1352.25
51.22,1354.00
52.94,1337.50
54.58,1329.50
56.22,1366.00
63.00,1104.75
64.77,1055.75
69.73,1083.50
71.42,1083.00
73.02,1114.50
76.30,1180.25
77.97,1215.25
79.58,1256.25
81.23,1302.00
82.83,1348.00
84.56,1401.75
87.56,2281.25
89.17,2396.75
90.81,2416.75
92.45,2543.50
94.08,2677.25
95.75,2820.50
97.78,1719.00
99.55,1613.50
101.14,1632.25
102.91,1624.25
104.56,1630.75
106.20,1618.00
107.84,1626.75
109.48,1605.00
111.19,1646.25
112.23,0.00
113.91,4845.25
115.55,5011.50
118.86,5379.75
120.55,5177.00
122.23,5239.25
123.92,0.00
125.59,4797.25
127.25,4844.00
128.92,4871.50
130.69,4988.25
132.34,5087.00
134.03,5059.00
135.70,4960.50
137.38,5007.75
139.03,4965.75
144.06,0.00
145.73,5292.75
155.98,0.00
157.58,4244.25
159.36,3337.50
162.73,3094.00
166.09,2927.75
168.47,1305.75
180.34,0.00
174.61,2542.00
176.23,2589.00
177.92,2692.50
179.53,2803.00
181.23,2823.00
196.34,0.00
199.69,2544.25
201.39,2461.25
203.12,2441.50
204.78,2432.25
206.50,2422.25
208.19,2359.00
209.84,2332.75
211.59,2311.25
213.25,2410.25
214.91,2280.75
216.59,2310.00
218.27,2267.50
219.97,2237.50
221.59,2266.25
223.33,2341.75
224.97,2312.75
226.67,2245.25
229.03,0.00
230.69,1100.50
232.45,1042.25
237.34,0.00
239.08,0.00
241.70,2299.75
243.44,2173.50
245.11,2115.25
246.78,2155.50
248.42,2197.25
250.11,2246.00
251.73,2296.00
253.41,2351.50
255.08,2414.75
256.73,2475.25
258.38,2544.75
260.05,2626.50
261.72,2712.25
271.55,4410.00
274.95,4492.75
276.64,4391.75
278.31,4385.50
281.67,4289.50
284.42,1015.75
288.39,3954.25
293.12,833.25
294.89,829.25
296.61,787.00
298.23,786.25
299.81,787.75
301.50,847.00
303.44,0.00
305.09,3559.75
311.23,969.75
312.88,974.00
314.59,981.25
316.22,987.50
317.64,0.00
326.39,918.50
335.70,1690.75
337.41,0.00
339.19,1539.25
340.88,1483.00
342.59,1503.00
344.28,1487.00
345.91,1518.00
352.64,1420.50
354.34,1366.75
359.27,1457.75
0.91,1505.00
2.59,1498.75
4.25,1489.00
5.94,1465.00
7.67,1442.75
16.16,1354.75
17.81,1350.00
20.38,4611.00
22.08,4571.50
23.73,4545.00
25.42,4527.00
27.11,4484.00
28.64,7316.75
30.34,7322.75
34.23,0.00
35.92,1922.25
37.64,1799.25
39.33,1703.00
41.09,1623.25
42.77,1546.25
44.48,1483.00
46.25,1422.50
47.92,1412.25
49.69,1350.50
51.28,1354.25
52.98,1337.25
54.64,1330.00
56.27,0.00
61.44,1154.50
63.19,1101.00
64.92,1051.50
69.80,1083.25
71.48,1085.25
73.09,1115.00
76.38,1182.00
78.03,1217.50
79.62,1259.00
81.27,1302.50
82.95,1349.75
84.67,1403.75
93.30,0.00
87.64,2283.75
89.27,2370.75
90.89,2425.00
92.58,2548.75
94.22,2678.25
95.88,2827.50
97.88,1722.50
99.64,1609.75
101.27,1635.50
103.00,1623.00
104.64,1631.00
106.36,1618.50
109.62,1604.50
111.25,1646.00
112.31,0.00
113.97,4822.75
115.64,5017.00
118.95,5384.25
120.64,5176.50
122.30,5243.75
124.00,4814.00
125.67,4797.00
127.33,4857.50
129.02,4875.25
130.77,4988.75
132.44,5087.00
134.11,5036.25
135.80,4965.00
137.48,4976.50
139.14,4966.25
148.53,0.00
144.16,0.00
145.84,5287.25
156.05,0.00
157.67,4232.50
159.42,3327.50
162.80,3084.00
166.17,2932.00
168.48,1304.25
171.73,1495.25
180.42,0.00
174.66,2539.75
176.31,2594.50
177.98,2702.50
179.61,2814.75
181.31,2822.75
196.41,0.00
199.78,2543.50
201.48,2452.50
203.22,2441.50
204.86,2431.00
206.55,2422.50
208.27,2343.00
209.94,2330.50
211.62,2311.25
213.28,2388.75
214.97,2284.75
216.69,2311.75
218.38,2263.75
220.03,2237.00
221.72,2269.25
223.41,2343.50
225.05,2298.25
226.77,2244.50
229.08,1098.00
230.75,0.00
232.44,1041.25
237.47,1117.00
239.20,0.00
241.78,2291.00
243.52,2167.00
245.22,2116.00
246.89,2157.00
248.55,2199.75
250.20,2246.25
251.86,2297.75
253.52,2353.75
255.17,2415.00
256.81,2478.50
258.50,2552.00
260.14,2631.00
261.80,2713.00
263.33,0.00
268.31,4201.50
271.64,4405.50
275.00,4477.25
276.69,4420.00
278.39,4382.75
281.75,4289.75
284.52,1015.00
288.48,3954.00
293.25,833.25
294.92,831.25
296.62,786.75
298.30,786.25
299.89,787.75
301.53,845.50
303.53,3481.25
305.19,3563.25
311.31,972.50
312.98,974.25
314.61,982.00
316.27,990.00
317.72,0.00
326.52,920.25
335.77,1692.75
337.48,0.00
339.22,1536.25
340.92,1485.75
342.64,1501.25
344.33,1487.00
346.00,1518.00
352.67,1417.50
354.34,1363.50
359.34,1461.75
1.00,1511.75
2.67,1498.75
4.34,1488.25
6.02,1463.00
7.73,1442.75
16.23,1354.75
17.92,1350.00
20.45,4612.25
22.12,4574.50
23.80,4545.00
25.47,4526.50
27.16,4473.25
28.69,7317.75
30.38,7320.25
32.03,8434.25
34.25,0.00
35.98,1922.50
37.64,1799.00
39.39,1703.00
41.14,1622.75
42.80,1546.00
44.52,1482.75
46.30,1422.50
47.92,1413.75
49.69,1349.50
51.31,1354.00
53.06,1337.00
54.69,1330.25
56.30,0.00
61.47,1154.50
63.16,1099.25
64.88,1052.00
69.89,1083.00
71.58,1086.50
73.20,1114.75
74.77,1147.75
76.38,1181.75
78.08,1219.00
79.69,1259.25
81.34,1304.00
82.91,1351.50
84.70,1404.00
93.34,0.00
87.64,2288.25
89.28,2369.50
90.94,2432.50
92.56,2549.25
94.22,2685.00
95.88,2834.00
97.86,1722.00
99.70,1608.75
101.28,1635.25
102.98,1623.25
104.66,1631.25
106.38,1617.25
109.64,1604.50
111.28,1646.25
112.34,0.00
113.98,4824.00
115.67,5016.25
118.97,5384.75
120.66,5175.75
122.33,5241.25
124.02,4815.50
125.69,4801.00
127.36,4853.25
129.03,4874.50
130.78,4987.50
132.45,5087.75
134.12,5030.00
135.81,4974.50
137.50,4977.00
139.17,4967.75
148.55,0.00
144.19,0.00
145.84,5286.00
156.06,0.00
157.67,4232.50
159.45,3326.75
162.83,3084.25
164.52,2982.75
166.22,2931.50
168.59,1304.25
171.72,0.00
180.42,0.00
174.70,2540.00
176.34,2594.25
178.03,2702.00
179.62,2814.75
181.30,2823.00
196.44,0.00
199.77,2543.00
201.48,2452.25
203.19,2441.50
204.88,2431.00
206.59,2422.25
208.28,2342.75
209.92,2330.75
211.67,2311.50
213.30,2390.00
214.97,2284.75
216.66,2311.75
218.36,2264.00
220.08,2237.25
221.69,2269.75
223.39,2343.75
225.09,2302.50
226.73,2244.75
229.12,1098.25
230.75,0.00
237.44,0.00
239.16,0.00
241.80,2286.25
243.52,2167.25
245.20,2115.50
246.88,2157.25
248.52,2199.50
250.19,2246.75
251.86,2298.00
253.52,2353.50
255.17,2415.00
256.83,2478.75
258.47,2551.50
260.12,2631.00
261.78,2713.75
270.94,0.00
268.30,4202.25
271.64,4407.50
275.03,4477.75
276.69,4419.50
278.39,4383.25
281.73,4289.75
284.58,1014.75
288.47,3954.25
293.28,833.00
294.89,829.50
296.67,786.75
298.28,786.25
299.89,787.75
301.55,845.50
303.50,3483.50
305.16,3563.25
311.28,972.00
312.89,974.25
314.61,982.00
316.23,990.00
317.66,0.00
326.42,920.25
335.81,1692.75
337.45,0.00
339.28,1536.00
340.95,1485.25
342.66,1501.50
344.34,1487.00
345.92,1518.00
352.67,1417.50
354.39,1363.75
359.30,1460.00
0.97,1511.50
2.64,1498.50
4.34,1488.25
6.05,1463.25
7.69,1442.75
16.20,1354.75
17.95,1350.00
20.45,4612.50
22.12,4575.25
23.81,4545.25
25.50,4525.75
27.16,4473.50
28.72,7323.00
30.38,7320.75
32.03,8433.75
34.27,0.00
35.98,1922.75
37.67,1798.50
39.39,1703.25
41.12,1622.50
42.81,1546.00
44.52,1482.25
46.28,1422.25
47.94,1414.00
49.72,1349.50
51.34,1354.00
53.06,1336.00
54.66,1330.25
56.33,0.00
61.44,1154.50
63.23,1099.50
64.91,1051.75
69.91,1083.25
71.58,1086.50
73.14,1115.00
76.44,1181.75
78.06,1219.00
79.72,1260.75
81.28,1304.00
83.09,1352.25
84.75,1407.25
93.36,0.00
87.69,2290.25
89.30,2368.50
90.97,2432.50
92.61,2550.25
94.28,2685.25
95.91,2833.50
97.89,1722.00
99.73,1603.00
101.34,1634.50
103.06,1624.00
104.73,1634.00
106.38,1617.25
109.69,1604.50
111.30,1646.25
112.38,0.00
114.05,4825.00
115.70,5021.00
119.03,5378.25
120.73,5176.25
122.38,5245.00
124.08,4816.25
125.75,4784.50
127.41,4854.25
129.08,4876.50
130.81,4987.75
132.48,5088.50
134.16,5027.50
135.86,4974.75
137.56,4977.75
139.20,4968.00
144.22,5321.00
145.89,0.00
156.12,3495.50
157.75,4231.50
159.50,3321.25
162.89,3083.50
164.62,2977.25
166.27,2931.00
168.56,1304.75
171.77,0.00
180.50,0.00
174.75,2542.25
176.38,2597.75
178.08,2702.25
179.70,2815.75
181.41,2822.00
196.52,0.00
199.89,2544.00
201.58,2451.25
203.31,2440.75
204.98,2431.00
206.64,2423.00
208.39,2336.75
210.03,2330.50
211.72,2313.00
213.38,0.00
215.09,2284.75
216.73,2313.00
218.44,2259.75
220.16,2237.25
221.78,2273.50
223.44,2346.00
225.16,2296.75
226.83,2247.75
229.17,1097.50
230.89,0.00
237.58,1117.00
239.22,0.00
241.86,2285.00
243.62,2160.25
245.30,2118.75
246.95,2159.00
248.62,2203.00
250.27,2251.75
251.91,2300.50
253.59,2358.00
255.27,2420.25
256.89,2482.50
258.58,2552.50
260.22,2634.50
261.89,2721.25
263.42,0.00
268.41,4208.50
271.75,4387.50
273.44,0.00
275.11,4477.25
276.81,4452.00
278.47,4378.50
281.86,4287.25
284.69,1014.00
288.61,3953.25
291.62,0.00
293.33,833.50
295.06,829.25
296.72,786.75
298.50,786.25
300.02,787.75
301.70,0.00
303.62,3481.25
305.25,0.00
309.78,913.00
311.42,974.50
313.09,974.75
314.77,988.00
316.38,1000.00
317.78,0.00
326.53,923.25
332.62,0.00
335.94,1699.25
337.56,0.00
339.39,1532.75
341.06,1487.00
342.73,1501.25
344.41,1491.75
346.08,1522.25
352.83,1415.75
359.45,1462.25
1.06,1517.25
2.83,1495.25
4.45,1487.25
6.19,1461.75
7.86,1441.75
14.61,0.00
16.28,1354.25
18.05,1347.75
20.56,4612.25
22.23,4570.00
23.91,4543.75
25.59,4524.00
27.27,4475.25
28.83,7310.75
30.50,7313.25
32.14,8359.25
34.38,0.00
36.11,1921.50
37.83,1789.00
39.50,1694.50
41.25,1616.75
43.02,1540.75
44.69,1475.75
46.38,1416.75
48.08,1415.00
49.77,1356.25
51.52,1342.75
53.16,1334.00
54.80,1331.50
56.47,0.00
61.55,1149.50
63.28,1097.25
65.09,1050.00
69.94,1081.50
71.59,1087.50
73.34,1118.25
74.88,1151.00
76.52,1184.25
78.17,1221.25
79.77,1262.75
81.42,1306.50
83.17,1353.00
84.81,1410.75
93.45,0.00
87.77,2342.00
89.42,2363.25
91.09,2440.25
92.72,2561.25
94.39,2692.50
96.03,2842.75
99.84,1604.50
101.41,1633.25
103.08,1625.50
104.83,1634.25
106.48,1616.50
109.78,1612.25
111.44,1647.75
112.47,0.00
114.12,4823.25
115.80,5024.50
119.09,5384.75
120.80,5179.25
130.19,0.00
124.16,4804.25
125.83,4783.50
127.50,4859.00
129.17,4881.25
130.89,4986.50
132.58,5094.25
134.25,5000.50
135.94,4956.75
137.62,4949.50
139.30,4971.25
144.30,5310.50
145.98,0.00
157.78,4222.75
159.58,3315.00
162.97,3079.00
164.66,2970.50
168.66,1304.50
171.84,0.00
173.09,0.00
174.83,2524.50
176.47,2598.75
178.14,2707.50
179.75,2823.50
181.41,2819.00
196.55,0.00
198.20,2565.00
199.91,2544.00
201.59,2451.50
203.33,2440.75
205.00,2430.25
206.70,2422.00
208.44,2336.50
210.11,2329.25
211.75,2313.75
213.44,0.00
215.14,2286.00
216.80,2312.75
218.52,2259.25
220.17,2238.25
221.84,2275.25
223.53,2346.00
225.19,2292.00
226.84,2243.50
229.20,1096.00
230.91,0.00
237.50,1117.00
239.20,0.00
241.89,2283.75
243.59,2160.25
245.31,2118.50
246.98,2159.00
248.61,2203.00
250.28,2251.25
251.98,2301.00
253.61,2357.50
255.30,2420.25
256.92,2483.00
258.61,2553.00
260.28,2635.00
261.92,2721.50
263.44,0.00
271.75,4392.75
273.44,0.00
275.12,4478.75
276.83,4454.25
278.50,4379.50
281.84,4286.00
284.67,1013.75
288.59,3953.50
291.61,0.00
293.39,833.50
294.95,827.00
296.78,786.75
298.39,787.00
299.97,787.75
301.58,846.00
303.62,3481.00
305.23,0.00
311.34,974.25
313.09,974.75
314.69,988.25
316.36,998.00
317.78,0.00
326.53,920.75
332.56,0.00
337.58,0.00
339.30,1532.75
341.00,1486.00
342.69,1502.25
344.38,1491.25
346.06,1520.00
352.77,1415.75
354.45,1362.50
359.39,1462.50
1.08,1515.75
2.73,1495.25
4.45,1487.25
6.09,1463.00
7.83,1442.50
14.59,0.00
16.34,1354.25
17.97,1347.75
20.52,4612.75
22.20,4569.75
23.88,4544.25
25.53,4523.50
27.23,4474.25
28.77,7322.75
30.44,7311.50
32.08,8359.00
34.31,0.00
36.00,1922.25
37.75,1794.25
39.44,1702.50
41.19,1619.50
42.86,1543.50
44.58,1478.50
46.34,1420.00
47.97,1414.75
49.73,1349.50
51.42,1354.75
53.05,1334.25
54.72,1330.50
56.38,0.00
61.53,1153.25
63.22,1097.25
64.95,1051.50
69.92,1082.00
71.62,1086.50
73.25,1116.00
76.42,1183.50
78.06,1219.50
79.70,1260.75
81.39,1306.00
83.11,1353.00
84.73,1408.00
93.38,0.00
87.75,2317.50
89.34,2363.75
91.02,2433.75
92.66,2555.00
94.31,2690.75
95.92,2834.50
99.77,1603.50
101.33,1623.00
103.08,1624.25
104.72,1634.00
106.39,1617.50
109.70,1604.75
111.30,1646.75
112.38,0.00
114.06,4823.25
115.72,5021.00
119.02,5381.50
120.72,5176.75
122.39,5247.00
124.09,4816.50
125.75,4784.25
127.41,4854.50
129.09,4877.50
130.83,4986.50
132.48,5088.50
134.20,5024.75
135.84,4973.50
137.56,4977.25
139.22,4971.25
144.22,5318.50
145.91,0.00
156.12,0.00
157.72,4230.25
159.50,3321.50
162.88,3082.25
164.58,2977.50
166.25,2931.50
168.62,1303.75
171.80,0.00
180.47,0.00
174.75,2542.00
176.36,2598.00
178.06,2702.50
179.64,2816.50
181.34,2821.75
196.47,0.00
199.80,2544.50
201.53,2452.50
203.25,2441.00
204.94,2430.75
206.59,2423.00
208.30,2336.75
210.02,2330.25
211.70,2312.75
213.34,2386.00
215.06,2284.75
216.72,2312.00
218.39,2263.00
220.06,2237.50
221.77,2273.25
223.41,2345.75
225.11,2296.75
226.77,2244.75
229.16,1098.00
230.88,0.00
237.44,1116.75
239.22,0.00
241.84,2284.25
243.53,2165.25
245.20,2116.25
246.94,2158.75
248.55,2200.25
250.20,2248.50
251.89,2298.75
253.56,2353.75
255.17,2415.00
256.84,2479.75
258.52,2553.25
260.17,2632.00
261.83,2717.00
263.34,0.00
268.34,4204.25
271.69,4408.50
275.03,4479.75
276.73,4415.75
278.41,4379.25
281.77,4289.75
284.53,1014.00
288.50,3954.00
291.58,0.00
293.31,833.25
294.97,830.25
296.62,786.75
298.41,786.00
299.91,787.75
301.48,845.25
303.55,3481.00
311.33,972.00
312.94,974.50
314.67,985.25
316.36,990.50
317.75,0.00
326.53,920.75
335.83,1694.00
337.48,0.00
339.25,1535.75
340.98,1485.50
342.62,1501.75
344.31,1487.00
346.00,1518.25
352.72,1417.25
354.39,1363.00
359.34,1462.25
1.02,1511.50
2.61,1498.50
4.33,1488.25
6.03,1463.25
7.73,1442.75
16.17,1354.75
17.86,1350.00
20.44,4612.25
22.12,4574.50
23.78,4545.75
25.47,4525.25
27.16,4472.75
28.69,7320.00
30.36,7319.25
32.02,8436.50
34.23,0.00
35.97,1922.50
37.62,1798.50
39.42,1703.00
41.14,1622.25
42.80,1546.00
44.55,1479.25
46.23,1422.00
47.92,1414.00
49.69,1349.75
51.33,1354.00
53.00,1336.75
54.69,1330.25
56.30,0.00
61.47,1154.00
63.16,1100.50
64.89,1051.50
69.84,1082.75
71.53,1085.25
73.09,1114.75
76.39,1182.00
77.98,1217.75
79.67,1259.25
81.30,1303.00
82.88,1350.00
87.66,2283.25
89.27,2369.25
90.92,2425.75
92.55,2549.75
94.20,2679.50
95.86,2827.25
97.89,1719.00
99.62,1608.75
101.27,1616.75
102.95,1625.00
104.62,1634.25
106.34,1618.50
107.92,1627.00
109.62,1604.00
111.25,1646.50
112.30,0.00
113.95,4842.25
115.61,5017.75
118.92,5385.75
120.64,5173.25
122.28,5236.75
123.97,4819.00
125.64,4796.50
127.33,4856.50
128.98,4877.50
130.70,4988.00
132.39,5087.25
134.06,5051.75
135.75,4964.50
137.44,4977.00
139.09,4965.75
144.12,0.00
